,HSM5FZBJ,CSM5FZ3N,ESM5MEDZ,MSM5LLIC,CSM5FZ3T,MSM5LLFG,ESM5MEEG,MSM5LLIS,CSM5FZ48,CSM5FZ4A,HSM5MD4S,CSM5FZ4O,CSM5MCTZ,HSM5MD86,HSM5MD7Z,HSM5MD8A,MSM5LLEH,HSM5MD82,CSM5MCU4,HSM5MD87,CSM5MCVH,MSM6J2H9,HSM5MD3L,CSM5MCWK,HSM5MD8H,MSM6J2JF,CSM5MCXF,MSM6J2JH,CSM5MCXB,HSM5MD5Z,CSM5MCYU,ESM5MEB9,HSM6XRQC,HSM6XRQB,HSM6XRQE,CSM67U9T,CSM67U9V,CSM67U9X,PSM6XBQM,HSM67VDX,MSM6J2Q1,PSM6XBRK,HSM67VDR,CSM67UH7,CSM79HG4,PSM6XBSE,MSM6J2PO,CSM79HJE,MSM6J2NA,CSM79HJI,CSM79HJG,CSM79HQL,MSM79HD6,CSM79HQR,HSM7J4LP,PSM7J188,MSM9VZFJ,HSM7J4JT,MSM79H8D,CSM79HQN,MSM79H94,MSM9VZMM,CSM7KOQ7,HSM7J4JV,MSM9VZM4,HSM7J4JW,HSMA33NW,HSMA33NY,PSMA265X,MSM5LLDI
C18n_QI06,4355470.0,942546.0,5759125.0,2322948.0,470132.0,1971720.0,2289541.0,7904568.0,1069292.0,1265301.0,1876005.0,524759.0,5745981.0,1450805.0,1577140.0,473635.0,2125668.0,1063114.0,856432.0,790901.0,8915552.0,745046.0,1340638.0,1714916.0,623579.0,4944628.0,6508451.0,975473.0,200818.0,1274585.0,694805.0,1712791.0,3048777.0,1350963.0,221979.0,1352516.0,697774.0,2659745.0,6295050.0,3559837.0,2599591.0,2384194.0,2770186.0,886144.0,4300596.0,4071076.0,1897492.0,471848.0,1562773.0,3769522.0,1546925.0,1565998.0,3119960.0,5221261.0,1131089.0,638602.0,946500.0,1074560.0,567393.0,1084932.0,3480357.0,2481188.0,705432.0,1888627.0,1237421.0,1480631.0,1989470.0,3361853.0,1563896.0,404476.0
C18n_QI07,1512589.0,1418451.0,3515867.0,2388903.0,416924.0,4323277.0,3646246.0,4721028.0,1256069.0,1368667.0,2549569.0,541578.0,1260673.0,872501.0,1066675.0,946753.0,1613974.0,1585741.0,994782.0,807011.0,9004716.0,999101.0,1440124.0,1185159.0,860876.0,2955064.0,3081036.0,648506.0,45804.0,731634.0,981806.0,1409935.0,3628155.0,1226020.0,163493.0,1675589.0,1463883.0,974412.0,4113128.0,3417221.0,2278663.0,1436963.0,2056011.0,627537.0,3419118.0,2909581.0,1366931.0,581102.0,1133721.0,3205090.0,1748131.0,1588610.0,1456450.0,4244221.0,866934.0,1093483.0,825209.0,1082809.0,771078.0,1669634.0,1921336.0,1503852.0,764215.0,1828069.0,1594504.0,3293516.0,2557588.0,2479784.0,964505.0,496789.0
C18n_QI08,9636.0,2194.0,161.0,51832.0,28.0,1892.0,235.0,19937.0,773.0,542.0,151.0,13205.0,424.0,120.0,1384.0,42976.0,61.0,778.0,2953.0,73.0,15.0,55.0,2880.0,235913.0,1610.0,4178.0,853.0,54665.0,199480.0,1031.0,1152.0,790.0,17.0,0.0,4936.0,578.0,50655.0,1032.0,1315.0,30720.0,39467.0,897.0,498.0,2656.0,28497.0,41.0,9217.0,340.0,33088.0,0.0,2962.0,90521.0,11008.0,327.0,76.0,667.0,2396.0,8109.0,95211.0,0.0,1815.0,2145.0,46.0,3717.0,2813.0,2553.0,2177.0,2625.0,1003.0,1627.0
C18n_QI09,0.0,0.0,0.0,12009.0,0.0,0.0,393.0,2783.0,0.0,0.0,0.0,5664.0,0.0,207.0,59.0,2134.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,124095.0,0.0,64.0,26.0,25715.0,10577.0,0.0,0.0,0.0,0.0,0.0,2867.0,55.0,29319.0,0.0,65.0,582.0,2858.0,0.0,0.0,174.0,1365.0,197.0,407.0,0.0,17640.0,0.0,213.0,55569.0,28.0,0.0,0.0,38.0,0.0,0.0,49168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,0.0,0.0
C18n_QI10,40871.0,38180.0,58551.0,925552.0,11781.0,28041.0,303398.0,1219670.0,62098.0,3235743.0,13719.0,1189143.0,3653962.0,2410.0,50460.0,17096.0,1622.0,30430.0,15982.0,49571.0,7274.0,15973.0,583156.0,4015395.0,207292.0,470743.0,26980.0,1588639.0,210870.0,23190.0,34955.0,534941.0,12612.0,7985130.0,444487.0,819507.0,372749.0,21054.0,856105.0,36470.0,2906280.0,264597.0,102285.0,711371.0,12922.0,26166.0,938219.0,82727.0,814325.0,26009.0,926256.0,673341.0,15343.0,256308.0,2848.0,483450.0,1565763.0,166095.0,619964.0,88897.0,200785.0,1026008.0,375854.0,414167.0,208250.0,170335.0,227341.0,855986.0,41530.0,1811583.0
C18n_QI11,2693.0,5893.0,76155.0,34029.0,6345.0,8812.0,25392.0,10030.0,5653.0,10058.0,16312.0,8408.0,17373.0,19940.0,16854.0,4515.0,2644.0,4252.0,6027.0,11914.0,9305.0,14727.0,5118.0,12308.0,4244.0,3966.0,10259.0,5161.0,7952.0,4035.0,3787.0,3439.0,1871.0,5565.0,9196.0,10293.0,6005.0,6080.0,17232.0,5451.0,16732.0,5956.0,9111.0,6635.0,9524.0,8741.0,17618.0,15217.0,4633.0,4181.0,13055.0,9809.0,11685.0,33884.0,5064.0,3353.0,5488.0,14034.0,4686.0,12754.0,8001.0,13071.0,6818.0,5563.0,5524.0,6944.0,14355.0,118512.0,7511.0,8669.0
C18n_TF1,1206893.0,0.0,963678.0,394610.0,0.0,203774.0,906092.0,696004.0,0.0,0.0,175206.0,0.0,782977.0,739422.0,0.0,283307.0,0.0,156862.0,420774.0,425295.0,946836.0,449198.0,224309.0,1910144.0,145468.0,95833.0,399206.0,835311.0,681264.0,0.0,137306.0,385429.0,576971.0,0.0,663802.0,264680.0,584928.0,660592.0,0.0,342499.0,1370291.0,340925.0,199182.0,0.0,0.0,0.0,515687.0,620848.0,343722.0,721547.0,0.0,2191935.0,660999.0,1449868.0,0.0,0.0,0.0,174106.0,553808.0,809079.0,0.0,608081.0,0.0,0.0,0.0,0.0,0.0,219730.0,199401.0,0.0
C18n_QI12,4653.0,4174.0,12477.0,4424.0,5257.0,2816.0,8820.0,8053.0,3628.0,5165.0,2556.0,2902.0,11456.0,17899.0,7498.0,3809.0,3121.0,1569.0,9123.0,1633.0,4135.0,4801.0,2111.0,11524.0,2568.0,2349.0,6591.0,2274.0,11379.0,9884.0,1498.0,7723.0,6645.0,3231.0,4386.0,2535.0,2909.0,7392.0,16656.0,7790.0,9422.0,2945.0,9182.0,3014.0,9529.0,6648.0,6314.0,5883.0,2107.0,3772.0,8668.0,5018.0,15170.0,6529.0,7775.0,2695.0,2616.0,7648.0,8637.0,5238.0,4754.0,6072.0,5122.0,5531.0,3397.0,3593.0,5961.0,7084.0,2506.0,10387.0
C18n_QI13,152127.0,211440.0,15989.0,664064.0,29713.0,10473.0,116517.0,7389880.0,9523.0,25482.0,12359.0,264302.0,25448.0,96822.0,17519.0,3243412.0,19438.0,6193.0,386216.0,10799.0,6992.0,23547.0,6694.0,23010.0,31620.0,155137.0,43779.0,1023156.0,39988.0,12840.0,975644.0,10240.0,46407.0,10945.0,107046.0,13368.0,618985.0,16782.0,22965.0,10274.0,960491.0,37382.0,7585.0,29155.0,216837.0,39178.0,7914.0,29424.0,448047.0,7456.0,22122.0,80034.0,6396345.0,22550.0,109006.0,26703.0,295494.0,714298.0,12306.0,24282.0,28158.0,65131.0,93550.0,44622.0,16467.0,18859.0,34786.0,46576.0,8810.0,50946.0
C18n_QI14,1875.0,15667.0,3302.0,37211.0,2833.0,33203.0,13171.0,66537.0,18466.0,9282.0,12728.0,17537.0,54609.0,4640.0,8911.0,14340.0,1881.0,17583.0,6487.0,17123.0,52717.0,16289.0,30188.0,100987.0,19165.0,15187.0,10356.0,30919.0,20497.0,7171.0,4302.0,43135.0,19762.0,3662.0,13469.0,7724.0,10629.0,5292.0,21249.0,10397.0,3780.0,29330.0,62956.0,7117.0,7691.0,9034.0,10993.0,24869.0,16002.0,7827.0,28256.0,10753.0,10062.0,9138.0,327.0,1127.0,13297.0,3767.0,15317.0,49873.0,5499.0,13519.0,13049.0,33702.0,41199.0,12379.0,69025.0,25720.0,23206.0,1377.0
C18n_TF2,996233.0,376297.0,586329.0,619674.0,0.0,172987.0,1484637.0,609076.0,297950.0,484960.0,250673.0,228230.0,1217135.0,2868437.0,523436.0,364734.0,431911.0,132588.0,565493.0,345832.0,425623.0,486398.0,98911.0,544475.0,167382.0,917309.0,263354.0,413298.0,971641.0,528522.0,220721.0,392900.0,742167.0,1189174.0,883612.0,345837.0,250692.0,935471.0,1735358.0,437364.0,1071046.0,173434.0,327321.0,339877.0,1301497.0,563951.0,633861.0,752207.0,96439.0,404911.0,550739.0,319149.0,1271023.0,892616.0,418195.0,0.0,172658.0,1618234.0,391915.0,938583.0,369762.0,620263.0,568307.0,342289.0,322350.0,196726.0,472922.0,641390.0,228122.0,0.0
C18n_QI15,5995645.0,10587665.0,2596510.0,14848107.0,629163.0,281327.0,14010595.0,62747054.0,75896.0,292541.0,335218.0,6868778.0,372125.0,4156334.0,396556.0,44357834.0,641279.0,179681.0,7760861.0,187425.0,90165.0,906129.0,353381.0,179248.0,381300.0,1448494.0,1207623.0,36950069.0,192548.0,274243.0,14326412.0,203570.0,807035.0,298465.0,273011.0,602183.0,21795727.0,1297191.0,294819.0,195720.0,22960439.0,795038.0,229192.0,249029.0,4309010.0,1886417.0,79814.0,501567.0,29144057.0,97297.0,367598.0,507449.0,69986814.0,450599.0,1844044.0,907905.0,10586941.0,2810866.0,163878.0,2236195.0,120009.0,358663.0,3262652.0,609466.0,1479267.0,1086832.0,791650.0,312912.0,139528.0,297453.0
C18n_QI16,89898.0,184244.0,34440.0,500045.0,242964.0,92135.0,324458.0,240967.0,336149.0,229104.0,54324.0,376326.0,217065.0,127863.0,239001.0,76130.0,10857.0,85288.0,323460.0,120851.0,139170.0,163582.0,457997.0,482689.0,108672.0,103454.0,156366.0,416119.0,171306.0,91411.0,157905.0,128300.0,86190.0,79227.0,135695.0,249267.0,558027.0,168342.0,299373.0,136335.0,399306.0,182809.0,294324.0,488429.0,369110.0,95492.0,661801.0,80844.0,1334637.0,59433.0,190116.0,829700.0,244803.0,139280.0,65587.0,37607.0,215294.0,60985.0,444848.0,156951.0,207375.0,237738.0,1241516.0,127381.0,125720.0,131911.0,164401.0,95632.0,144349.0,193634.0
C18n_QI17,26522.0,419804.0,25046.0,28627.0,108071.0,22256.0,1478827.0,68469.0,41681.0,121146.0,60904.0,217503.0,92240.0,616448.0,52545.0,69707.0,528840.0,17916.0,292577.0,40645.0,287080.0,52067.0,19158.0,61604.0,32856.0,392094.0,16377.0,18685.0,49121.0,33576.0,13991.0,26171.0,134854.0,46078.0,101516.0,27090.0,6364.0,57313.0,81482.0,36574.0,20300.0,28494.0,31640.0,64034.0,128260.0,68883.0,6379.0,232976.0,25698.0,48120.0,37474.0,16118.0,36924.0,66914.0,275350.0,6522.0,8944.0,768094.0,100356.0,29166.0,82874.0,42470.0,4013.0,82831.0,36272.0,18634.0,109444.0,401552.0,63867.0,32355.0
C18n_QI18,6465902.0,22189232.0,8269468.0,6567112.0,8588841.0,2045408.0,115934041.0,44608492.0,2991451.0,3001394.0,2612683.0,12045448.0,3534241.0,15275503.0,4751314.0,37420549.0,8339342.0,2399423.0,17081042.0,1527501.0,3675457.0,8316865.0,2563726.0,2623980.0,6082280.0,3845547.0,4398176.0,21693976.0,1498564.0,2263771.0,9517630.0,2403313.0,8903869.0,4559993.0,3451995.0,1597132.0,12371584.0,1872534.0,2957355.0,2092638.0,21466335.0,2393709.0,2297655.0,4609191.0,8027318.0,5095863.0,613537.0,5805292.0,19213222.0,3080479.0,3889773.0,5488753.0,31142489.0,1715232.0,24337920.0,12926574.0,7771701.0,15210178.0,3243896.0,4747304.0,1911427.0,3788190.0,6379758.0,9286481.0,4782842.0,8148635.0,7508625.0,4624232.0,1380597.0,3044979.0
C18n_TF3,2168266.0,5785984.0,2681786.0,19940937.0,3807369.0,3867348.0,7275650.0,4744599.0,6427919.0,6133583.0,1878717.0,15025708.0,291927.0,5708208.0,3728625.0,1370567.0,1507754.0,0.0,8228860.0,1710432.0,2006872.0,3890912.0,1592284.0,64722305.0,1089833.0,5788371.0,3193805.0,21723532.0,14288661.0,5352696.0,3988678.0,1551886.0,2609612.0,1360773.0,2048822.0,4311241.0,25368935.0,4896148.0,7108868.0,1205548.0,25270936.0,5473268.0,4069407.0,10144751.0,17444319.0,3283626.0,16290519.0,3228307.0,18397771.0,1695750.0,3837896.0,12691708.0,5494395.0,5174688.0,2981915.0,1902259.0,6569734.0,1068725.0,8357846.0,2355585.0,3578980.0,184588.0,36734323.0,3312634.0,3489686.0,5913227.0,7924790.0,1203809.0,4286485.0,13265858.0
C18n_TF4,13961739.0,84333342.0,32062543.0,28896275.0,47145351.0,29290388.0,111864827.0,71024716.0,79455828.0,91643928.0,25975431.0,182912318.0,17472068.0,103818386.0,175171566.0,81522800.0,65020197.0,84570689.0,29572111.0,11614490.0,22445218.0,47469498.0,158078255.0,72926928.0,49284591.0,58746631.0,33206957.0,118543948.0,153969785.0,17702125.0,101053725.0,63365861.0,60869358.0,146984839.0,216452730.0,32227071.0,124738093.0,10339612.0,14638417.0,44665950.0,27961851.0,20073657.0,20652042.0,170565907.0,41342864.0,26913464.0,20913123.0,29211299.0,122926657.0,73422317.0,32340685.0,341474299.0,8669292.0,8717873.0,206933822.0,135171324.0,16929820.0,87990776.0,74977117.0,19741745.0,35647013.0,24593636.0,20715756.0,78572282.0,20055845.0,59513939.0,48288044.0,73308209.0,18870701.0,195698394.0
C18n_QI19,4052.0,545207.0,3886.0,178275.0,23043.0,65891.0,62202.0,165460.0,4068.0,11513.0,15903.0,324467.0,11653.0,746.0,6727.0,46242.0,11535.0,52570.0,4043.0,11684.0,9742.0,5941.0,247084.0,51842.0,6651.0,147575.0,5650.0,92322.0,49733.0,7523.0,292424.0,4906.0,3927.0,71828.0,183264.0,8686.0,142218.0,15569.0,4171.0,8540.0,96357.0,160807.0,4052.0,38419.0,108062.0,45344.0,31362.0,40616.0,283110.0,42824.0,10672.0,368779.0,8426.0,4225.0,11677.0,8786.0,3789.0,130206.0,9615.0,193638.0,13295.0,125708.0,9941.0,157784.0,4300.0,7337.0,5472.0,68539.0,60700.0,19293.0
C18n_QI20,6428585.0,15254152.0,7874178.0,4301545.0,13747420.0,6103508.0,87816428.0,3723173.0,5803145.0,15250288.0,8973753.0,15401871.0,13789105.0,22645249.0,7331956.0,7614810.0,22774335.0,7645286.0,14409466.0,7360531.0,8933702.0,4349693.0,2760923.0,13289923.0,4735118.0,5603997.0,10600593.0,3874837.0,39436454.0,5564874.0,3174798.0,4038427.0,5875762.0,11038697.0,5644832.0,4240282.0,8796511.0,2300882.0,15123720.0,13587669.0,36313193.0,10849916.0,4253426.0,3873602.0,29127120.0,7177192.0,738113.0,12339579.0,7050169.0,6286601.0,7106753.0,22744090.0,30603725.0,7255954.0,12010521.0,2693794.0,8839659.0,10765383.0,5802443.0,7184288.0,6441304.0,13700342.0,8838766.0,5134412.0,6823056.0,7015904.0,6978782.0,10006148.0,3912781.0,15124313.0
C18n_QI21,25947289.0,58442386.0,97852430.0,12212464.0,33199514.0,19233505.0,178999208.0,58067679.0,31796740.0,18155397.0,19587305.0,60549571.0,24307401.0,92006394.0,46232433.0,64676970.0,131744171.0,20482529.0,44548680.0,7398687.0,53094462.0,96031939.0,28080597.0,18436850.0,39843083.0,20353388.0,53966651.0,33275734.0,52065416.0,34092780.0,30422353.0,48754564.0,44717766.0,46172593.0,36031245.0,31121347.0,49384872.0,11426437.0,16048909.0,19676979.0,115148325.0,20582979.0,31628651.0,58962818.0,66906899.0,43672852.0,15815202.0,29494544.0,29909164.0,54915818.0,34392221.0,47516198.0,26096807.0,27733617.0,243737254.0,75700216.0,25080258.0,46998279.0,38546101.0,30442964.0,15139468.0,49380357.0,81720505.0,54833731.0,35412423.0,71248480.0,37594006.0,14271136.0,7912106.0,77074643.0
C18n_QI22,24341.0,18387.0,27723.0,106234.0,18435.0,29506.0,47085.0,34419.0,29944.0,31892.0,12628.0,58226.0,50692.0,63387.0,32393.0,28191.0,46750.0,38546.0,42004.0,13898.0,23424.0,36443.0,24441.0,85647.0,28129.0,60090.0,49535.0,16844.0,57706.0,35261.0,27092.0,44275.0,42492.0,19856.0,17901.0,31047.0,58059.0,30798.0,56432.0,32307.0,33815.0,30921.0,39957.0,88754.0,31705.0,50955.0,48663.0,23267.0,16251.0,19061.0,21710.0,46474.0,28619.0,33111.0,43319.0,29694.0,38624.0,18249.0,67076.0,14262.0,32406.0,76095.0,23914.0,33365.0,29805.0,47625.0,80594.0,14721.0,27650.0,141819.0
C18n_QI23,413373.0,1570200.0,684627.0,429963.0,751224.0,609176.0,4694507.0,549145.0,525053.0,1215447.0,341847.0,4385257.0,10959539.0,1957591.0,1207831.0,856638.0,7441344.0,519215.0,2636747.0,421043.0,1943916.0,562844.0,293549.0,2017588.0,842366.0,1026020.0,8148773.0,996576.0,1493730.0,780770.0,594046.0,635943.0,620054.0,563725.0,802510.0,605415.0,384391.0,605204.0,3382356.0,788098.0,17290412.0,329346.0,739821.0,686019.0,5419560.0,1358943.0,114971.0,2970562.0,1055151.0,453102.0,1262954.0,7290402.0,13552657.0,3106224.0,2253587.0,166624.0,8391394.0,1573794.0,908533.0,881289.0,2100682.0,4306923.0,2660939.0,621846.0,955137.0,1315081.0,774452.0,1264448.0,366845.0,491095.0
C18n_QI25,2541974.0,27629869.0,266522.0,5614715.0,614119.0,3784716.0,1847881.0,18225014.0,286964.0,316115.0,502722.0,15996963.0,1950377.0,1124983.0,474197.0,2288508.0,1192762.0,2668611.0,179749.0,588025.0,1279265.0,307770.0,13984958.0,6191793.0,383192.0,7788343.0,425887.0,6748366.0,5145682.0,651709.0,22556769.0,522581.0,72029.0,4773172.0,22280528.0,391319.0,15896760.0,808299.0,240766.0,270346.0,20202042.0,11887754.0,343795.0,1374359.0,10955830.0,323557.0,2878424.0,4027998.0,10004617.0,3679148.0,933688.0,10736031.0,490134.0,467190.0,1225091.0,202426.0,198723.0,15334628.0,515561.0,20230516.0,1641547.0,5090023.0,572107.0,9534814.0,75410.0,573845.0,324611.0,2320068.0,3267191.0,485290.0
C18n_QI26,42285075.0,36298699.0,12983463.0,6404890.0,13678957.0,11377497.0,132239587.0,10411444.0,14333440.0,7165428.0,3773713.0,5003209.0,71054912.0,11626042.0,6002752.0,28843177.0,33612846.0,2441024.0,28879321.0,6584704.0,21855009.0,11980533.0,3648737.0,36140099.0,8281981.0,10296631.0,9906622.0,9656912.0,15023380.0,15274982.0,15441486.0,14583085.0,13275495.0,3695998.0,4187352.0,9298151.0,13492983.0,15560001.0,35653550.0,12133683.0,188828909.0,6101732.0,19308852.0,6271661.0,124817834.0,54050277.0,2298860.0,43517511.0,5794335.0,46204617.0,26928610.0,15223798.0,40720009.0,44075901.0,76374524.0,3410855.0,11124924.0,10998143.0,6628919.0,160282566.0,12613765.0,101311895.0,182640327.0,23745078.0,42737872.0,23949767.0,13411810.0,10518286.0,3127486.0,3801847.0
C18n_QI27,146154705.0,156940541.0,107738055.0,75519781.0,76270547.0,172051523.0,747091112.0,57178334.0,100448581.0,55240756.0,36027824.0,111685284.0,247896947.0,271996704.0,83583242.0,125303031.0,294230555.0,23983687.0,289937595.0,37380173.0,97497248.0,176593743.0,36158640.0,144560490.0,76025952.0,82677411.0,183737264.0,75437580.0,79526583.0,138440109.0,101633184.0,51714282.0,92654578.0,34785766.0,60208391.0,127884802.0,133464730.0,51979331.0,214774552.0,84029334.0,617636350.0,54660420.0,157029098.0,95968950.0,396924136.0,212946434.0,33178745.0,177063235.0,88006471.0,90277443.0,218424102.0,92672447.0,262478532.0,192802381.0,354740031.0,30434960.0,132679677.0,72485364.0,68836659.0,130290662.0,96224964.0,431145959.0,357676148.0,83088341.0,165677395.0,244726012.0,131371060.0,79710077.0,26525494.0,71345980.0
C18n_QI28,108077455.0,154643191.0,108242992.0,61429745.0,178336550.0,100785889.0,625512197.0,60105092.0,87418525.0,94219857.0,45366761.0,244955677.0,181960264.0,309942310.0,101529253.0,117806711.0,400231186.0,38434538.0,254373749.0,21575166.0,92957051.0,189076845.0,31446893.0,135865814.0,80682721.0,98305202.0,203754326.0,100118181.0,192908773.0,136898134.0,82900121.0,73835183.0,84219219.0,118559199.0,56476737.0,131104362.0,186688492.0,83078959.0,195103977.0,91230492.0,672135076.0,62571348.0,99804806.0,152136723.0,322801610.0,158343184.0,46610073.0,128598190.0,155859154.0,72521254.0,172760207.0,268169662.0,225383076.0,150561430.0,271738464.0,35848811.0,153797447.0,83697055.0,52242927.0,106288953.0,87189994.0,300977131.0,292110155.0,84384911.0,192339888.0,176408696.0,84361635.0,64777139.0,38762938.0,167889747.0
C18n_QI29,4754321.0,11234565.0,32635186.0,558647.0,5815615.0,1991032.0,22894781.0,15242300.0,7679098.0,3212993.0,2787953.0,13623336.0,3357442.0,57925658.0,18792479.0,3890572.0,76066921.0,3706058.0,5785542.0,764954.0,15783017.0,20733487.0,1465784.0,2903759.0,10626963.0,1270468.0,16097614.0,13797765.0,8527128.0,15445189.0,3636046.0,6103196.0,5878340.0,8415879.0,12583008.0,8685872.0,17665561.0,1880194.0,3050673.0,1950783.0,64141346.0,3193085.0,4362602.0,26749056.0,11030532.0,13261116.0,11165654.0,3636666.0,4512798.0,7019021.0,4940398.0,18147518.0,3171662.0,6496163.0,156526268.0,7577603.0,4530597.0,4827215.0,5971044.0,4612654.0,2390577.0,13701775.0,17789401.0,10627934.0,3334958.0,28482715.0,2432566.0,1034447.0,1560861.0,55130619.0
C18n_QI30,40846.0,81891.0,39684.0,56009.0,24244.0,41142.0,76852.0,66180.0,44273.0,32475.0,17256.0,59688.0,67290.0,99042.0,56059.0,71791.0,29317.0,60805.0,557416.0,40145.0,32395.0,80165.0,37608.0,134622.0,38806.0,88390.0,63412.0,129999.0,49394.0,59308.0,43729.0,93255.0,50914.0,91191.0,65791.0,117359.0,202694.0,49966.0,56444.0,43824.0,68951.0,47568.0,100980.0,239830.0,9765.0,72133.0,96342.0,46479.0,85011.0,45587.0,111878.0,100036.0,44471.0,321271.0,57234.0,34512.0,130030.0,31370.0,62591.0,57120.0,35014.0,158548.0,52942.0,23455.0,94054.0,79405.0,87250.0,30778.0,65003.0,285766.0
C18n_QI31,569184.0,4085112.0,653894.0,145345.0,1339571.0,348851.0,9463445.0,237343.0,312355.0,315175.0,370773.0,1191957.0,702614.0,3508691.0,666919.0,403878.0,6931962.0,126764.0,2334365.0,194076.0,1086402.0,876968.0,120484.0,366666.0,309760.0,1970268.0,537123.0,396716.0,2642326.0,599101.0,285369.0,220528.0,403163.0,757983.0,545513.0,743327.0,346763.0,1556048.0,949188.0,641852.0,2360149.0,336105.0,323317.0,390145.0,3196802.0,939867.0,81874.0,787909.0,429231.0,315851.0,566597.0,1315735.0,755929.0,740292.0,3421607.0,597838.0,860380.0,699637.0,323501.0,389878.0,529342.0,950553.0,1075521.0,464519.0,835014.0,473762.0,476766.0,701758.0,175436.0,247223.0
C18n_QI32,17059.0,179959.0,124639.0,1712.0,55917.0,22315.0,584651.0,46793.0,92553.0,41595.0,5559.0,96332.0,25052.0,652368.0,159089.0,36405.0,757501.0,12672.0,95111.0,5713.0,210765.0,120126.0,7459.0,21748.0,79914.0,29502.0,123819.0,63610.0,95298.0,92772.0,12957.0,46675.0,26914.0,65209.0,111563.0,99631.0,80419.0,19799.0,21138.0,22705.0,327491.0,20523.0,38000.0,493559.0,98164.0,95595.0,120109.0,59012.0,20171.0,16964.0,65555.0,154597.0,16136.0,54159.0,1615499.0,35190.0,29169.0,8558.0,57127.0,12198.0,26351.0,160401.0,255853.0,54160.0,32644.0,190732.0,31631.0,7968.0,8104.0,417227.0
C18n_QI33,5887.0,59778.0,27640.0,1820.0,54148.0,9080.0,335527.0,11845.0,33935.0,24791.0,10597.0,105483.0,20803.0,146381.0,46594.0,19650.0,550015.0,8350.0,36716.0,6291.0,105980.0,72463.0,7136.0,19151.0,49573.0,10447.0,40943.0,25530.0,65644.0,37383.0,9169.0,5505.0,24538.0,72603.0,48783.0,235148.0,37455.0,34382.0,12417.0,14602.0,33774.0,15982.0,9533.0,79851.0,58574.0,25163.0,20997.0,37272.0,20227.0,13658.0,26764.0,31687.0,3504.0,27503.0,377384.0,91948.0,20616.0,25116.0,32691.0,13466.0,24112.0,40837.0,66139.0,29532.0,33228.0,42247.0,22834.0,11944.0,7983.0,104381.0
C18n_QI34,4027794.0,2146118.0,714139.0,253395.0,8750922.0,513927.0,9373754.0,434812.0,789118.0,861955.0,711179.0,350156.0,1451798.0,14557013.0,676893.0,949209.0,4764205.0,264791.0,1369248.0,1001995.0,57598428.0,1676635.0,366939.0,909910.0,926886.0,30925860.0,2202725.0,139389.0,78389429.0,357243.0,496218.0,136775.0,745840.0,762380.0,3801135.0,416760.0,478851.0,133166504.0,1757637.0,249212.0,322891.0,1560170.0,755778.0,156555.0,3310865.0,1712248.0,93733.0,5019368.0,282469.0,2348430.0,807323.0,265097.0,1124278.0,33113768.0,1996967.0,416530.0,494478.0,1251861.0,665174.0,1954451.0,1772590.0,479173.0,5836830.0,1316893.0,559428.0,751034.0,1052121.0,736020.0,939867.0,500369.0
C18n_QI35,94164199.0,16491800.0,24403510.0,6433492.0,45398177.0,7228245.0,173436680.0,11301948.0,11011964.0,10984512.0,12696392.0,7307917.0,10988762.0,330524750.0,48343783.0,3606969.0,33272988.0,5416099.0,17230796.0,13618227.0,30667140.0,31888589.0,4629659.0,6070740.0,3359497.0,51259165.0,8853995.0,2007554.0,87226115.0,8380722.0,9118626.0,4918571.0,17171667.0,25913615.0,74097115.0,8519373.0,6781623.0,56431560.0,36495156.0,5008945.0,3904622.0,18209607.0,12253985.0,2820794.0,45935450.0,49630014.0,561910.0,22765145.0,2263568.0,31636053.0,26406630.0,2635098.0,9097737.0,31220850.0,95400422.0,2065457.0,4226208.0,12407549.0,9182561.0,21591009.0,9512424.0,9821671.0,8875476.0,21312079.0,6526444.0,10211820.0,27429888.0,5893525.0,18154405.0,26240783.0
C18n_QI36,19442891.0,38527462.0,10302748.0,954663.0,44142500.0,4872041.0,79403662.0,3900088.0,14787068.0,7651065.0,25965083.0,8145075.0,7302880.0,73187524.0,52245394.0,3636815.0,13423935.0,5348718.0,35680703.0,7115737.0,7064660.0,9152866.0,1421474.0,4904374.0,1759949.0,16271009.0,6692102.0,1284374.0,12854176.0,8726688.0,6479003.0,2826125.0,12651960.0,46251471.0,21651016.0,6632892.0,1599364.0,11014896.0,21680404.0,17715336.0,3856821.0,16240147.0,7308748.0,848102.0,54741948.0,20180630.0,273026.0,12929730.0,1980418.0,9458633.0,32562126.0,2242923.0,17931098.0,7493344.0,22715602.0,1629653.0,2259601.0,8358211.0,4145564.0,8957084.0,19375190.0,5813918.0,12353589.0,7384992.0,15806439.0,5559541.0,11771044.0,4640431.0,10543395.0,7003141.0
