,HSM5FZBJ,CSM5FZ3N,ESM5MEDZ,MSM5LLIC,CSM5FZ3T,MSM5LLFG,ESM5MEEG,MSM5LLIS,CSM5FZ48,CSM5FZ4A,HSM5MD4S,CSM5FZ4O,CSM5MCTZ,HSM5MD86,HSM5MD7Z,HSM5MD8A,MSM5LLEH,HSM5MD82,CSM5MCU4,HSM5MD87,CSM5MCVH,MSM6J2H9,HSM5MD3L,CSM5MCWK,HSM5MD8H,MSM6J2JF,CSM5MCXF,MSM6J2JH,CSM5MCXB,HSM5MD5Z,CSM5MCYU,ESM5MEB9,HSM6XRQC,HSM6XRQB,HSM6XRQE,CSM67U9T,CSM67U9V,CSM67U9X,PSM6XBQM,HSM67VDX,MSM6J2Q1,PSM6XBRK,HSM67VDR,CSM67UH7,CSM79HG4,PSM6XBSE,MSM6J2PO,CSM79HJE,MSM6J2NA,CSM79HJI,CSM79HJG,CSM79HQL,MSM79HD6,CSM79HQR,HSM7J4LP,PSM7J188,MSM9VZFJ,HSM7J4JT,MSM79H8D,CSM79HQN,MSM79H94,MSM9VZMM,CSM7KOQ7,HSM7J4JV,MSM9VZM4,HSM7J4JW,HSMA33NW,HSMA33NY,PSMA265X,MSM5LLDI
C18n_QI89,80422.0,87053.0,314176.0,29985.0,1000557.0,108341.0,4298411.0,418617.0,104956.0,27745.0,98216.0,385084.0,61763.0,2863640.0,445800.0,51479.0,684676.0,65493.0,183417.0,39593.0,46987.0,164409.0,230168.0,235050.0,48246.0,105182.0,139548.0,179962.0,1114569.0,147655.0,132809.0,240435.0,43606.0,741031.0,328879.0,215849.0,208612.0,74229.0,154629.0,73749.0,377569.0,130911.0,63599.0,804550.0,566321.0,413350.0,237579.0,433325.0,67824.0,76342.0,442940.0,837599.0,9988.0,297325.0,555559.0,106436.0,73294.0,23786.0,199265.0,87811.0,57905.0,306813.0,699272.0,199267.0,90169.0,181989.0,142524.0,82383.0,80691.0,730079.0
C18n_QI90,0.0,0.0,0.0,325837.0,3715061.0,626949.0,241998.0,75675.0,96900.0,0.0,0.0,0.0,0.0,0.0,11261.0,140511.0,0.0,3504.0,0.0,33384.0,0.0,0.0,0.0,0.0,25461.0,0.0,0.0,0.0,0.0,442.0,16841.0,673545.0,0.0,0.0,13389.0,0.0,0.0,1681331.0,0.0,0.0,2260683.0,0.0,1211.0,0.0,419.0,6379661.0,0.0,0.0,0.0,0.0,4508053.0,552469.0,624371.0,0.0,1237338.0,0.0,454.0,278246.0,0.0,0.0,0.0,494282.0,0.0,386306.0,3891.0,1402022.0,306600.0,2547.0,0.0,0.0
C18n_QI91,100.0,167.0,11564.0,260375.0,271.0,14640.0,1881.0,171377.0,35238.0,7547.0,0.0,1277969.0,4992.0,129.0,7898.0,2607.0,0.0,10151.0,12072.0,116783.0,239.0,212262.0,142789.0,16652.0,166452.0,2651.0,21238.0,145795.0,1052.0,23040.0,0.0,3775.0,0.0,0.0,396139.0,0.0,9565.0,105.0,24038.0,39884.0,33844.0,178963.0,1579.0,623257.0,940.0,0.0,1144569.0,959.0,415576.0,0.0,82577.0,87989.0,1087.0,0.0,0.0,366632.0,99921.0,35991.0,497173.0,114351.0,14868.0,17137.0,223812.0,37176.0,56673.0,211175.0,68615.0,466254.0,93541.0,141465.0
C18n_QI92,0.0,0.0,1006.0,0.0,0.0,4190.0,0.0,0.0,133.0,2221.0,2904.0,0.0,2327.0,0.0,0.0,2689.0,0.0,97.0,4614.0,612.0,1986.0,944.0,110.0,1416.0,3054.0,0.0,830.0,432.0,3604.0,0.0,0.0,0.0,896.0,0.0,0.0,0.0,0.0,6022.0,7229.0,560.0,0.0,0.0,2417.0,181.0,0.0,778.0,126.0,6829.0,600.0,88.0,269.0,1222.0,1953.0,1608.0,0.0,1512.0,2516.0,0.0,5595.0,333.0,4377.0,220.0,0.0,345.0,1992.0,1308.0,986.0,662.0,776.0,0.0
C8p_QI02,1826449.0,48030.0,197401.0,104065.0,187185.0,3666.0,34975.0,275747.0,34976.0,136887.0,526831.0,27438.0,75476.0,734663.0,122509.0,13363.0,30968.0,36242.0,54064.0,88895.0,2066856.0,7912.0,44209.0,26755.0,7339.0,241456.0,136798.0,56260.0,159302.0,56607.0,188694.0,7379.0,306745.0,32397.0,461316.0,69300.0,44953.0,82751.0,188550.0,4015.0,264178.0,105735.0,191989.0,335.0,6782.0,465421.0,2773.0,507958.0,28680.0,1032886.0,25511.0,4602.0,528293.0,2568664.0,262201.0,2707.0,35229.0,190772.0,127784.0,215723.0,179121.0,50138.0,10401.0,225829.0,68964.0,65351.0,31342.0,84039.0,158122.0,0.0
C8p_QI03,2644468.0,88541.0,1155285.0,196700.0,164981.0,27879.0,269141.0,182163.0,548584.0,324746.0,1908814.0,176371.0,293734.0,3109589.0,356640.0,14191.0,29777.0,52670.0,149640.0,292468.0,1540867.0,67512.0,888975.0,61007.0,23729.0,183977.0,714272.0,157053.0,344111.0,256954.0,256007.0,24202.0,225803.0,75932.0,952628.0,154737.0,94967.0,499294.0,291580.0,34612.0,189808.0,172534.0,356393.0,102614.0,37152.0,581875.0,8358.0,715203.0,154480.0,9935509.0,112144.0,214899.0,124525.0,2114650.0,443931.0,57546.0,253711.0,869075.0,207807.0,368431.0,179866.0,239242.0,164301.0,346798.0,402008.0,123331.0,42094.0,102201.0,492291.0,1776.0
C8p_QI04,144042924.0,6597595.0,21983828.0,14491116.0,13822778.0,2000679.0,5600966.0,9730262.0,7056208.0,13632039.0,29582024.0,12492875.0,24670551.0,149399428.0,23586525.0,1489144.0,5102410.0,5146450.0,34412620.0,13412395.0,95479336.0,5136646.0,5867473.0,5624192.0,1781700.0,11781354.0,16857132.0,5641129.0,32924156.0,6841795.0,19234284.0,2889249.0,16854246.0,7160417.0,92917884.0,10216325.0,6718543.0,9025326.0,33488889.0,1061190.0,8034824.0,16695666.0,29281438.0,800602.0,2890632.0,42378485.0,343682.0,35859946.0,6111456.0,80888479.0,10120751.0,1274266.0,11707596.0,61040867.0,47930956.0,1636361.0,4925830.0,13350970.0,20523483.0,34922466.0,14423097.0,6389826.0,2633083.0,33596608.0,22029963.0,12489456.0,7181671.0,13046024.0,19291080.0,2008759.0
C8p_QI05,26088392.0,3814195.0,7521089.0,6766555.0,3575900.0,549554.0,234713.0,2060624.0,2778216.0,5677811.0,3531190.0,6797684.0,12433273.0,18402665.0,1980251.0,282415.0,337470.0,776346.0,25024106.0,1064814.0,140627397.0,2644438.0,2005214.0,2033360.0,1040832.0,5988310.0,15707494.0,2414111.0,385901.0,2306186.0,4534232.0,661582.0,7170722.0,238610.0,5958830.0,2156827.0,2910657.0,2270027.0,24509463.0,181802.0,5234801.0,2747074.0,13077435.0,240464.0,1192780.0,22580845.0,203412.0,21976861.0,5152068.0,28929619.0,1201546.0,1033980.0,6359216.0,9295923.0,1843424.0,329936.0,688398.0,1726290.0,4564944.0,4751642.0,3531557.0,5533940.0,2073193.0,3528698.0,17895425.0,5566582.0,774517.0,9012935.0,3509911.0,2953.0
C8p_QI06,143051490.0,12232874.0,10601477.0,7164108.0,9985183.0,425300.0,4035645.0,5450412.0,2897738.0,14373463.0,5155130.0,21264397.0,32137746.0,115144964.0,7257365.0,516425.0,692300.0,1219260.0,13178639.0,3724630.0,56076015.0,2632963.0,1847464.0,2569587.0,899929.0,9207785.0,20008854.0,1956368.0,1853908.0,2225864.0,9174568.0,430417.0,6184072.0,1393626.0,23206711.0,2501195.0,4029339.0,1987023.0,19442623.0,116739.0,13131628.0,5172996.0,15659329.0,64544.0,4538740.0,26042478.0,62727.0,20818811.0,5878342.0,14335081.0,3225211.0,499168.0,14802660.0,21528157.0,8173283.0,368417.0,1921468.0,3999649.0,4042386.0,14064768.0,7807410.0,3223167.0,1093616.0,8096155.0,6821170.0,4236760.0,2024023.0,3791233.0,4227679.0,255561.0
C8p_QI07,143854439.0,1782624.0,17707878.0,3287201.0,7767444.0,501088.0,3700585.0,2705889.0,2211175.0,3272274.0,10725417.0,3982289.0,8193910.0,110245544.0,13623404.0,288929.0,3395961.0,1852794.0,6292398.0,5716424.0,4515700.0,1657712.0,2126568.0,1714797.0,403217.0,2067178.0,4359106.0,1785356.0,19949483.0,2656565.0,8603656.0,1417918.0,6479601.0,3350358.0,57648554.0,5299488.0,4123096.0,3612820.0,6336456.0,197357.0,3700521.0,8260498.0,6781097.0,43467.0,1116758.0,20060696.0,36818.0,7229274.0,701319.0,25684830.0,7114981.0,448229.0,3623819.0,27890669.0,29678299.0,589868.0,1297783.0,5865765.0,3304516.0,28079361.0,3342174.0,2477919.0,816920.0,14220170.0,8006034.0,3873829.0,4283438.0,1769596.0,5242822.0,2682388.0
C8p_QI08,8245057.0,971456.0,2463097.0,1642044.0,1005861.0,84109.0,53547.0,444778.0,717366.0,1244496.0,825033.0,1679715.0,2554242.0,5582836.0,648916.0,30684.0,67125.0,146606.0,5164296.0,206746.0,27680356.0,953720.0,442541.0,316257.0,214736.0,1781285.0,4950875.0,625474.0,119102.0,710156.0,1569946.0,133399.0,2138304.0,30407.0,1921076.0,624812.0,531697.0,675083.0,5506607.0,17035.0,929767.0,628341.0,3610265.0,36398.0,249482.0,5945307.0,65394.0,5677779.0,1337506.0,8944936.0,255763.0,157929.0,907854.0,2523477.0,610238.0,87406.0,93723.0,327925.0,1331966.0,841380.0,869911.0,1355753.0,271419.0,923410.0,3681399.0,1332965.0,210871.0,2110884.0,1220830.0,0.0
C8p_QI09,1883715.0,0.0,31215.0,9624.0,6692.0,0.0,0.0,8106.0,4895.0,3443.0,57797.0,14728.0,14482.0,1113689.0,137441.0,934.0,108.0,895.0,36164.0,11663.0,299019.0,3425.0,17787.0,0.0,1011.0,0.0,42076.0,4014.0,18629.0,3326.0,10543.0,1495.0,73747.0,6968.0,415782.0,13795.0,657.0,66258.0,56227.0,663.0,0.0,56084.0,40287.0,2886.0,0.0,50932.0,0.0,68519.0,0.0,198469.0,12005.0,0.0,955.0,201062.0,144203.0,0.0,0.0,26825.0,16542.0,96997.0,9800.0,2439.0,0.0,91745.0,58230.0,7719.0,2022.0,9789.0,257972.0,0.0
C8p_QI10,33406817.0,1469531.0,5724622.0,6437175.0,3474037.0,584026.0,1474162.0,3482486.0,1932513.0,3672986.0,10970666.0,4275554.0,6878476.0,35330357.0,4589593.0,523236.0,1381312.0,1548584.0,10426838.0,3310780.0,16375141.0,1408028.0,3932511.0,940724.0,573839.0,6680000.0,4644979.0,1348968.0,8800762.0,2201216.0,7522237.0,732362.0,3522818.0,1710954.0,20777304.0,2436841.0,827954.0,2691726.0,10410842.0,333231.0,1349951.0,5413716.0,8708518.0,104630.0,1511984.0,10722393.0,55733.0,9113666.0,1803982.0,18125670.0,2176678.0,216204.0,1841052.0,15794746.0,12007513.0,638060.0,1710932.0,7750841.0,6294054.0,5411856.0,3754211.0,1395449.0,609020.0,9609347.0,5157710.0,4278120.0,2073716.0,4347992.0,6136632.0,420386.0
C8p_QI11,424707.0,0.0,3056.0,0.0,90524.0,0.0,0.0,0.0,0.0,11687.0,4272.0,1672.0,0.0,351811.0,24730.0,1614.0,4230.0,440.0,0.0,0.0,0.0,0.0,0.0,161811.0,977.0,0.0,27201.0,0.0,95059.0,0.0,0.0,1052.0,2131.0,0.0,101503.0,1787.0,89.0,3010.0,0.0,1073.0,0.0,89239.0,288.0,2155.0,0.0,4095.0,627.0,51025.0,0.0,188319.0,0.0,0.0,0.0,1081441.0,54846.0,0.0,0.0,1754.0,0.0,67759.0,1066.0,0.0,224239.0,13312.0,0.0,0.0,0.0,0.0,0.0,0.0
C8p_QI12,82562.0,52970.0,48075.0,30205.0,58152.0,18436.0,44239.0,111078.0,37329.0,147791.0,71495.0,57161.0,174542.0,107664.0,64623.0,2189.0,2530.0,14790.0,144858.0,37471.0,62928.0,50671.0,39792.0,60037.0,10966.0,10.0,13998.0,34929.0,2026.0,39697.0,32916.0,30524.0,24101.0,2580.0,14751.0,18165.0,13857.0,71057.0,64476.0,979.0,32320.0,204431.0,39372.0,1526.0,178492.0,15542.0,329.0,126413.0,67523.0,178490.0,71.0,8886.0,42511.0,23690.0,2179.0,0.0,127208.0,67137.0,109474.0,36102.0,35461.0,21289.0,18294.0,69112.0,16410.0,13331.0,22077.0,84257.0,38166.0,19.0
C8p_QI14,661240.0,433603.0,335487.0,154881.0,483526.0,36728.0,466.0,247126.0,153573.0,333312.0,130648.0,273378.0,436768.0,509605.0,314826.0,6101.0,27891.0,44907.0,799292.0,28647.0,5321698.0,102644.0,342451.0,319681.0,32867.0,115648.0,490498.0,75698.0,6865.0,62398.0,275206.0,94780.0,85608.0,0.0,168751.0,51242.0,73957.0,141717.0,1229907.0,38.0,159154.0,196219.0,453152.0,1222.0,226547.0,1154776.0,102.0,791014.0,156401.0,1197201.0,55927.0,88415.0,150258.0,249368.0,47835.0,8000.0,163468.0,124576.0,194827.0,97649.0,391954.0,262277.0,88941.0,219501.0,393998.0,139978.0,81848.0,340245.0,157207.0,155.0
C8p_QI15,2785195.0,812932.0,483598.0,272286.0,1000632.0,108729.0,577388.0,453152.0,161156.0,702287.0,339440.0,987123.0,1296886.0,5313732.0,641606.0,71090.0,108331.0,422854.0,1272259.0,353281.0,1478029.0,194400.0,867706.0,382262.0,134614.0,171827.0,685270.0,140514.0,146836.0,287151.0,1122316.0,176210.0,263380.0,65565.0,810902.0,208588.0,241913.0,501713.0,1264931.0,33788.0,471337.0,615185.0,568133.0,40065.0,437737.0,641673.0,42664.0,1412374.0,431877.0,448829.0,258251.0,156471.0,401272.0,584687.0,193421.0,32886.0,846091.0,417604.0,445140.0,470325.0,688056.0,182404.0,330777.0,449718.0,365287.0,274094.0,376520.0,423646.0,323610.0,1147.0
C8p_QI16,10517486.0,100109.0,937901.0,104865.0,488881.0,85135.0,291869.0,377810.0,85332.0,99812.0,349594.0,108497.0,309402.0,16498457.0,1193713.0,22132.0,168966.0,230964.0,164344.0,268305.0,273309.0,74849.0,117247.0,67110.0,8373.0,34386.0,195068.0,81809.0,811464.0,74242.0,656778.0,140460.0,311796.0,195126.0,2766838.0,205637.0,198083.0,219195.0,199054.0,5764.0,101042.0,644670.0,372851.0,11044.0,64304.0,1244049.0,11048.0,348292.0,76398.0,1036075.0,277625.0,63310.0,15749.0,433583.0,1370184.0,47293.0,111592.0,104653.0,194261.0,880663.0,146738.0,99886.0,2283.0,878908.0,298979.0,168653.0,128957.0,104814.0,212232.0,364351.0
C8p_QI17,45295.0,0.0,23738.0,0.0,10493.0,0.0,0.0,20478.0,0.0,134408.0,5369.0,0.0,14954.0,192607.0,98129.0,7735.0,1921.0,4351.0,0.0,0.0,43940.0,36231.0,18782.0,29334.0,963.0,0.0,2185.0,0.0,0.0,10178.0,0.0,6296.0,11584.0,23.0,26718.0,151.0,18.0,26512.0,6987.0,0.0,0.0,38170.0,85403.0,0.0,0.0,34048.0,0.0,72325.0,0.0,154943.0,0.0,0.0,0.0,8389.0,17132.0,0.0,13942.0,17189.0,38988.0,71.0,1677.0,0.0,0.0,6449.0,1183.0,608.0,8381.0,5951.0,36815.0,0.0
C8p_QI18,7149978.0,1348003.0,2486047.0,1903038.0,2434195.0,1247328.0,2320600.0,1984685.0,1904517.0,1952085.0,1756069.0,1315169.0,3125531.0,5799186.0,2184471.0,742730.0,1355241.0,1270312.0,1950546.0,1760043.0,1454001.0,3166441.0,1848117.0,1739885.0,749603.0,1296970.0,2564230.0,1567024.0,2281467.0,2562303.0,1451487.0,654236.0,2301755.0,1132564.0,2627012.0,1588669.0,929704.0,2278181.0,2652641.0,744825.0,2406732.0,1565430.0,1547686.0,2343235.0,1518482.0,3561089.0,1830360.0,3022003.0,1271076.0,3548098.0,2108279.0,2025957.0,1734706.0,4290289.0,3451391.0,1646154.0,2239772.0,2311808.0,1813302.0,2325002.0,1520979.0,3128521.0,2284784.0,1962055.0,1831067.0,1665323.0,1704807.0,1389368.0,2436223.0,4874572.0
C8p_QI19,321554.0,3579.0,85097.0,8825.0,17213.0,170.0,6947.0,2779.0,2175.0,5007.0,23029.0,15571.0,12328.0,208355.0,26197.0,20.0,5795.0,1773.0,16770.0,16172.0,11509.0,2257.0,1522.0,295.0,438.0,9434.0,8528.0,563.0,117227.0,3726.0,56481.0,2968.0,9652.0,3328.0,103366.0,3664.0,5067.0,4921.0,22015.0,0.0,6500.0,24720.0,10499.0,0.0,1704.0,34100.0,0.0,52233.0,844.0,60341.0,13458.0,962.0,733.0,76448.0,84081.0,1321.0,0.0,16790.0,8779.0,72753.0,3304.0,12763.0,932.0,42068.0,27387.0,10296.0,2981.0,2328.0,3159.0,0.0
C8p_QI20,23706.0,24462.0,133743.0,1165.0,129558.0,3309.0,3205.0,193510.0,7110.0,44638.0,9726.0,34266.0,15630.0,4542134.0,244282.0,4768.0,0.0,23675.0,129151.0,2027.0,0.0,2709.0,4033.0,16192.0,2899.0,6332.0,35756.0,183829.0,127946.0,21696.0,15571.0,8869.0,61039.0,3577.0,554894.0,109839.0,25041.0,22569.0,74140.0,1861.0,14581.0,33646.0,22123.0,2712.0,30967.0,120390.0,170.0,74445.0,53941.0,155274.0,27764.0,15623.0,15288.0,349692.0,825355.0,13396.0,45506.0,45200.0,164839.0,56230.0,74944.0,34209.0,67240.0,36942.0,17562.0,3838.0,20036.0,32317.0,8211.0,4330.0
C8p_QI21,26708.0,5725.0,225294.0,128.0,180167.0,1662.0,0.0,392099.0,110.0,4753.0,1283.0,130174.0,131099.0,7808333.0,212914.0,864.0,468.0,15456.0,54687.0,5509.0,443.0,11.0,21.0,3858.0,524.0,5364.0,9531.0,26906.0,163837.0,3764.0,0.0,3526.0,10558.0,99564.0,472741.0,136073.0,240.0,2254.0,25722.0,8.0,0.0,1892.0,7364.0,0.0,41700.0,162991.0,34.0,116924.0,12511.0,383611.0,20866.0,26586.0,2417.0,207259.0,440630.0,0.0,6064.0,3190.0,82160.0,59372.0,15110.0,861.0,34283.0,15501.0,525.0,474.0,1288.0,3829.0,2057.0,1130.0
C8p_QI22,1888589.0,280188.0,2011457.0,15095.0,1845171.0,37269.0,113944.0,1909234.0,146623.0,255330.0,164771.0,607769.0,325267.0,70296641.0,5872935.0,17995.0,88654.0,73654.0,1514600.0,241370.0,14433.0,333153.0,7237.0,222306.0,28442.0,80584.0,731341.0,191533.0,2715859.0,66082.0,83650.0,253636.0,877721.0,75964.0,7815876.0,1108387.0,168065.0,158978.0,1566229.0,21530.0,195785.0,570546.0,329393.0,5580.0,127999.0,1733963.0,28180.0,666146.0,162061.0,1403223.0,1436562.0,46959.0,257835.0,1910656.0,9801623.0,95174.0,333766.0,701401.0,1058911.0,1497510.0,365547.0,84059.0,50604.0,999196.0,222779.0,268117.0,425212.0,210114.0,424627.0,1349353.0
C8p_QI23,7063.0,1648.0,76731.0,0.0,18586.0,1058.0,85860.0,80174.0,9425.0,2749.0,1382.0,67749.0,15534.0,1458323.0,14759.0,15263.0,3518.0,545.0,26132.0,7282.0,2905.0,904.0,605.0,562.0,1701.0,57.0,733.0,0.0,22987.0,0.0,0.0,7035.0,864.0,44791.0,18093.0,15468.0,18405.0,6209.0,12802.0,4641.0,0.0,1043.0,2761.0,0.0,153842.0,2856.0,971.0,122365.0,61721.0,298132.0,21818.0,6615.0,17046.0,14750.0,20767.0,0.0,5467.0,2374.0,15095.0,8681.0,11546.0,3321.0,132116.0,2394.0,107943.0,879.0,19759.0,39.0,13458.0,30444.0
C8p_QI24,136514.0,167649.0,651923.0,26788.0,876728.0,13209.0,0.0,857124.0,34914.0,123619.0,16962.0,4513329.0,578316.0,41100511.0,702489.0,90667.0,43429.0,79196.0,659893.0,228037.0,46528.0,22191.0,137364.0,120736.0,27231.0,230559.0,222521.0,477180.0,606128.0,11626.0,11402.0,29492.0,407878.0,8032.0,2123061.0,1384078.0,32182.0,104801.0,364301.0,120683.0,194436.0,70694.0,121760.0,3887.0,1515220.0,400148.0,584.0,1642134.0,1739315.0,769583.0,167356.0,89813.0,120187.0,709328.0,671355.0,95633.0,313674.0,298777.0,228998.0,425277.0,97792.0,108416.0,269392.0,299978.0,300819.0,142703.0,26114.0,102781.0,23456.0,6408.0
C8p_QI25,980770.0,574959.0,2753324.0,107184.0,3595836.0,76938.0,173619.0,4796919.0,575804.0,585369.0,229783.0,15975646.0,1459637.0,156933870.0,5452745.0,49244.0,190622.0,383211.0,1469934.0,1179344.0,106133.0,151401.0,128511.0,712121.0,204295.0,302241.0,1145869.0,777065.0,4970901.0,185904.0,75753.0,300817.0,1417404.0,125663.0,8927875.0,3012792.0,196196.0,886882.0,1646440.0,129290.0,1058258.0,367739.0,795101.0,92788.0,3489119.0,2994626.0,255152.0,2609608.0,1659018.0,3208051.0,1405222.0,149149.0,495447.0,2740265.0,7696766.0,300771.0,827910.0,685193.0,1605732.0,1841645.0,608106.0,237021.0,133741.0,1225584.0,385689.0,448292.0,438127.0,459274.0,565738.0,219884.0
C8p_QI26,438756.0,27751.0,368662.0,16828.0,338925.0,16154.0,41896.0,337835.0,101862.0,60460.0,54602.0,54842.0,211061.0,18562209.0,1372088.0,3888.0,1812.0,21756.0,237160.0,232871.0,0.0,55589.0,13483.0,34553.0,40881.0,11833.0,45213.0,26373.0,383939.0,5.0,15100.0,73222.0,69311.0,435553.0,2066926.0,200470.0,31440.0,23911.0,454403.0,10843.0,36808.0,98605.0,60179.0,0.0,548.0,266838.0,62365.0,73888.0,19890.0,94921.0,273185.0,15930.0,87037.0,233753.0,2222169.0,70592.0,39993.0,116403.0,67603.0,181598.0,57348.0,201.0,20410.0,144471.0,19815.0,47501.0,74018.0,13104.0,68475.0,368788.0
C8p_QI27,0.0,24618.0,132252.0,0.0,78231.0,0.0,65134.0,118813.0,50653.0,181629.0,19066.0,1783296.0,177265.0,1728919.0,77939.0,42526.0,18675.0,79490.0,601853.0,134929.0,26171.0,49045.0,0.0,59483.0,47979.0,21355.0,93868.0,39799.0,10905.0,39149.0,845.0,70817.0,102434.0,6.0,131510.0,86410.0,50292.0,278109.0,160253.0,74180.0,136134.0,72715.0,158378.0,33476.0,946506.0,39887.0,5210.0,1095380.0,1535341.0,412355.0,27905.0,5154.0,28392.0,37667.0,35160.0,56893.0,208732.0,12953.0,58501.0,46584.0,34164.0,90344.0,142808.0,27211.0,84289.0,21419.0,41656.0,56899.0,60021.0,123527.0
C8p_QI28,5591.0,7475.0,33792.0,1392.0,109896.0,0.0,2828.0,160815.0,1010.0,103674.0,0.0,163692.0,44878.0,4678508.0,74189.0,382.0,1331.0,39559.0,51005.0,81822.0,747.0,63809.0,0.0,65.0,7392.0,11735.0,41482.0,7741.0,84062.0,1655.0,602.0,744.0,24711.0,29305.0,227481.0,325444.0,21150.0,35113.0,2171.0,884.0,5985.0,7759.0,8761.0,848.0,216863.0,35940.0,0.0,139594.0,164277.0,46542.0,7608.0,823.0,744.0,52894.0,50955.0,262492.0,173932.0,3064.0,9586.0,296370.0,7556.0,21966.0,29551.0,25282.0,5815.0,4782.0,1410.0,15581.0,2304.0,0.0
C8p_QI29,204803.0,311049.0,448495.0,3108.0,852800.0,5889.0,67273.0,534987.0,30983.0,461793.0,9843.0,12960034.0,468823.0,18175032.0,302152.0,28949.0,25394.0,42420.0,270005.0,182900.0,49108.0,35162.0,896.0,350349.0,17414.0,131478.0,377024.0,113417.0,150205.0,2651.0,13883.0,76640.0,183656.0,439170.0,800657.0,514817.0,403376.0,102350.0,288726.0,45383.0,471792.0,27004.0,255099.0,8128.0,2413219.0,396361.0,3151.0,1193716.0,2820444.0,464453.0,195582.0,51334.0,686265.0,532689.0,237541.0,221083.0,249254.0,113308.0,135255.0,434772.0,137245.0,54120.0,96188.0,104717.0,117056.0,138609.0,18491.0,37694.0,24737.0,41069.0
C8p_QI30,341122.0,781305.0,691316.0,17247.0,1653353.0,45596.0,11115.0,2391578.0,263125.0,490028.0,9489.0,36093888.0,730428.0,61411785.0,1090751.0,26157.0,77850.0,64967.0,440566.0,313700.0,11112.0,24462.0,7471.0,220326.0,47369.0,98373.0,658347.0,278625.0,458864.0,177147.0,25870.0,28709.0,378383.0,21802.0,2249273.0,1203553.0,205979.0,80888.0,380453.0,25122.0,1194991.0,47794.0,183737.0,8828.0,5465795.0,553591.0,31270.0,801611.0,1936539.0,341991.0,298975.0,205064.0,298558.0,663105.0,902967.0,49601.0,668252.0,168032.0,169567.0,759961.0,148806.0,131226.0,304505.0,288507.0,72726.0,96581.0,33675.0,76084.0,164952.0,18889.0
C8p_QI31,279045.0,93053.0,482987.0,19074.0,862572.0,58282.0,16654.0,607463.0,268656.0,191216.0,37112.0,2866750.0,599973.0,47154481.0,1400416.0,10904.0,16650.0,57606.0,319301.0,460149.0,1436.0,13032.0,20807.0,199188.0,57604.0,24952.0,158883.0,182053.0,553162.0,75600.0,12671.0,106597.0,150434.0,120627.0,2436594.0,553287.0,57591.0,118136.0,450778.0,21178.0,233047.0,75393.0,164868.0,16023.0,559484.0,309528.0,59203.0,332947.0,198657.0,126235.0,348275.0,34051.0,174046.0,382204.0,1501229.0,92769.0,168733.0,171682.0,180479.0,434673.0,123631.0,57472.0,56302.0,169809.0,53127.0,148717.0,50307.0,86231.0,168591.0,32544.0
C8p_QI32,0.0,0.0,0.0,0.0,64344.0,48.0,0.0,2213.0,0.0,0.0,0.0,0.0,0.0,1562727.0,14013.0,278.0,493.0,0.0,8695.0,0.0,0.0,0.0,0.0,166.0,0.0,25134.0,1725.0,0.0,236946.0,2636.0,0.0,0.0,286.0,6458.0,26439.0,110283.0,454.0,0.0,0.0,19.0,13.0,0.0,0.0,0.0,3678.0,2605.0,0.0,17328.0,30592.0,20939.0,0.0,265.0,6631.0,387157.0,9384.0,0.0,1682.0,0.0,0.0,79711.0,988.0,45.0,21612.0,0.0,416.0,0.0,0.0,0.0,0.0,0.0
C8p_QI33,43007.0,186.0,18056.0,2850.0,73338.0,0.0,9105.0,44128.0,6242.0,8307.0,4663.0,133330.0,2006.0,7659347.0,85102.0,6900.0,0.0,3338.0,2760.0,4971.0,5.0,0.0,919.0,0.0,2119.0,0.0,197836.0,0.0,49119.0,0.0,0.0,1270.0,1907.0,1815.0,145544.0,154022.0,7332.0,9061.0,9252.0,8816.0,1553.0,2960.0,0.0,0.0,98418.0,10191.0,0.0,9537.0,71095.0,2186.0,13221.0,2032.0,2542.0,23374.0,34224.0,356940.0,6142.0,9051.0,20400.0,100072.0,6453.0,0.0,0.0,2196.0,0.0,0.0,81.0,219.0,7103.0,23574.0
C8p_QI34,4972.0,163.0,10273.0,328.0,116355.0,0.0,0.0,9740.0,0.0,0.0,432.0,983.0,0.0,5171684.0,36881.0,0.0,0.0,0.0,0.0,174.0,0.0,0.0,92.0,1202.0,0.0,0.0,0.0,0.0,2222.0,0.0,0.0,0.0,6616.0,919.0,214158.0,170012.0,9565.0,0.0,0.0,0.0,0.0,360.0,0.0,0.0,2804.0,9254.0,0.0,4829.0,10777.0,2569.0,2288.0,2106.0,0.0,147028.0,42369.0,0.0,0.0,1903.0,0.0,29774.0,0.0,0.0,0.0,6389.0,0.0,0.0,0.0,0.0,0.0,0.0
C8p_QI35,43032.0,141622.0,41000.0,229.0,63606.0,1379.0,126.0,18225.0,3300.0,2670.0,975.0,103198.0,57947.0,7030555.0,230020.0,2847.0,11462.0,5788.0,142565.0,2801.0,0.0,18.0,156.0,4204.0,3984.0,0.0,3841.0,934.0,5206.0,88717.0,394.0,8816.0,762.0,1439.0,290136.0,37551.0,14996.0,14803.0,64581.0,1384.0,0.0,32099.0,5873.0,0.0,5697.0,47218.0,0.0,252221.0,26730.0,0.0,70494.0,0.0,34640.0,18241.0,158133.0,863.0,7001.0,146.0,211180.0,37048.0,736.0,85469.0,788.0,2821.0,898.0,383.0,648.0,42090.0,1234.0,307.0
