X1,X2,X3
0.8,0.9168724279835391,0.9928698752228164
0.7,0.8378600823045268,0.9931707317073171
0.9,0.8806584362139918,0.9916589434661723
0.8,0.8419753086419753,0.9922405431619786
0.8,0.8213991769547325,0.9920477137176938
0.7,0.8847736625514403,0.9935304990757856
0.8,0.8526748971193415,0.9923371647509579
0.9,0.9160493827160494,0.9919786096256684
0.8,0.8197530864197531,0.9920318725099602
0.6,0.9004115226337449,0.9945454545454545
0.6,0.8411522633744856,0.9941634241245136
0.8,0.7102880658436214,0.9908151549942594
0.7,0.8880658436213992,0.9935543278084714
0.8,0.7613168724279835,0.9914255091103966
0.8,0.8510288065843621,0.9923224568138196
0.9,0.7917695473251029,0.9907312049433573
1,0.8592592592592593,0.9905123339658444
1,0.848559670781893,0.9903938520653218
1,0.831275720164609,0.9901960784313726
0.8,0.9209876543209876,0.9929015084294588
0.8,0.7390946502057614,0.9911699779249448
0.8,0.8880658436213992,0.9926402943882244
0.8,0.7670781893004115,0.9914893617021276
0.9,0.7925925925925926,0.9907407407407407
0.8,0.7810699588477367,0.9916405433646813
1,0.6781893004115226,0.988009592326139
0.9,0.776954732510288,0.9905561385099685
0.7,0.8164609053497942,0.992992992992993
0.8,0.8600823045267489,0.9924026590693258
1,0.8502057613168724,0.9904122722914669
0.6,0.8502057613168724,0.9942252165543792
0.9,0.8444444444444444,0.991304347826087
0.8,0.8995884773662551,0.9927338782924614
1,0.8082304526748971,0.9899193548387096
0.9,0.6534979423868312,0.9887920298879203
0.7,0.8938271604938272,0.9935956084172004
0.9,0.8255144032921811,0.991106719367589
0.9,0.8987654320987655,0.9918256130790191
0.8,0.8551440329218107,0.9923591212989494
0.8,0.897119341563786,0.9927140255009107
0.7,0.8938271604938272,0.9935956084172004
0.6,0.7794238683127572,0.993704092339979
0.4,0.8271604938271605,0.9960356788899901
0.7,0.8790123456790123,0.9934883720930232
1,0.6625514403292181,0.9877300613496932
0.7,0.6032921810699589,0.9905405405405405
1,0.7991769547325103,0.9898063200815495
0.9,0.8436213991769548,0.9912959381044487
0.7,0.7275720164609053,0.9921436588103255
0.8,0.7786008230452675,0.9916142557651991
1,0.8016460905349794,0.9898373983739838
0.7,0.8765432098765432,0.9934701492537313
0.8,0.8650205761316873,0.9924457034938622
1,0.831275720164609,0.9901960784313726
0.8,0.8798353909465021,0.9925719591457753
0.8,0.7185185185185186,0.9909194097616345
0.9,0.8378600823045268,0.991236611489776
0.9,0.8551440329218107,0.9914122137404581
0.8,0.8106995884773662,0.9919436052366566
0.9,0.7390946502057614,0.9900771775082691
0.7,0.8238683127572016,0.9930555555555556
1,0.7193415637860082,0.9886877828054299
0.9,0.6962962962962963,0.9894736842105263
0.6,0.9053497942386831,0.9945750452079566
1,0.7753086419753087,0.9894957983193278
0.7,0.7991769547325103,0.9928425357873211
0.8,0.8518518518518519,0.9923298178331735
0.9,0.8765432098765432,0.9916201117318436
0.6,0.9053497942386831,0.9945750452079566
0.7,0.7283950617283951,0.992152466367713
0.7,0.8288065843621399,0.9930966469428008
0.7,0.8189300411522634,0.9930139720558883
0.7,0.8016460905349794,0.9928644240570846
1,0.8674897119341564,0.9906015037593985
0.8,0.7794238683127572,0.9916230366492147
0.9,0.8757201646090536,0.9916123019571296
0.9,0.8222222222222222,0.9910714285714286
0.9,0.8683127572016461,0.9915413533834586
0.8,0.8600823045267489,0.9924026590693258
1,0.8411522633744856,0.9903100775193798
0.8,0.9251028806584363,0.9929328621908127
0.8,0.8806584362139918,0.9925788497217068
1,0.6098765432098765,0.9866844207723036
0.7,0.9094650205761317,0.9937050359712231
0.7,0.7366255144032922,0.9922394678492239
0.7,0.897119341563786,0.9936189608021878
0.9,0.8930041152263375,0.9917733089579525
0.7,0.8213991769547325,0.9930348258706467
0.9,0.8551440329218107,0.9914122137404581
0.7,0.7761316872427984,0.9926315789473684
0.4,0.823045267489712,0.9960159362549801
