X1,X2,X3
0.1,0.056790123456790124,0.9857142857142858
0.1,0.06584362139917696,0.9876543209876543
0.3,0.07489711934156379,0.9680851063829787
0.1,0.06831275720164609,0.9880952380952381
0.3,0.06255144032921811,0.9620253164556962
0.2,0.06419753086419754,0.975
0.3,0.05185185185185185,0.9545454545454546
0,0.06831275720164609,1
0.1,0.0823045267489712,0.9900990099009901
0.3,0.06748971193415639,0.9647058823529412
0.2,0.06831275720164609,0.9764705882352941
0.4,0.060082304526748974,0.948051948051948
0.1,0.07736625514403292,0.9894736842105263
0.3,0.06831275720164609,0.9651162790697675
0.2,0.06419753086419754,0.975
0.3,0.07654320987654321,0.96875
0.3,0.07818930041152264,0.9693877551020408
0.3,0.07901234567901234,0.9696969696969697
0.2,0.07160493827160494,0.9775280898876404
0.2,0.07407407407407407,0.9782608695652174
0.3,0.07736625514403292,0.9690721649484536
0.2,0.07654320987654321,0.9789473684210527
0.2,0.0691358024691358,0.9767441860465116
0.1,0.06419753086419754,0.9873417721518988
0.3,0.06337448559670782,0.9625
0.3,0.05761316872427984,0.958904109589041
0.2,0.06172839506172839,0.974025974025974
0.2,0.07242798353909465,0.9777777777777777
0.1,0.07736625514403292,0.9894736842105263
0.4,0.060905349794238686,0.9487179487179487
0.1,0.07325102880658436,0.9888888888888889
0.2,0.07983539094650206,0.9797979797979798
0.3,0.07736625514403292,0.9690721649484536
0.5,0.06172839506172839,0.9375
0.2,0.07325102880658436,0.978021978021978
0.2,0.07983539094650206,0.9797979797979798
0.1,0.07325102880658436,0.9888888888888889
0.3,0.07078189300411522,0.9662921348314607
0.1,0.06666666666666667,0.9878048780487805
0,0.0757201646090535,1
0.2,0.0691358024691358,0.9767441860465116
0.1,0.06584362139917696,0.9876543209876543
0.1,0.06502057613168724,0.9875
0.2,0.06502057613168724,0.9753086419753086
0.4,0.07489711934156379,0.9578947368421052
0.3,0.07242798353909465,0.967032967032967
0.3,0.08559670781893004,0.9719626168224299
0.3,0.07242798353909465,0.967032967032967
0.2,0.0757201646090535,0.9787234042553191
0.5,0.07489711934156379,0.9479166666666666
0.4,0.08477366255144032,0.9626168224299065
0.1,0.060082304526748974,0.9864864864864865
0.3,0.06502057613168724,0.9634146341463414
0.2,0.07489711934156379,0.978494623655914
0.1,0.07242798353909465,0.9887640449438202
0.1,0.06995884773662552,0.9883720930232558
0.3,0.06831275720164609,0.9651162790697675
0.5,0.06502057613168724,0.9404761904761905
0.3,0.06995884773662552,0.9659090909090909
0.4,0.06502057613168724,0.9518072289156626
0.1,0.07325102880658436,0.9888888888888889
0.6,0.07325102880658436,0.9368421052631579
0.3,0.06748971193415639,0.9647058823529412
0.1,0.07489711934156379,0.9891304347826086
