X1,X2,X3
0.7,0.022222222222222223,0.7941176470588235
0.5,0.01810699588477366,0.8148148148148148
0.3,0.02880658436213992,0.9210526315789473
0.4,0.0345679012345679,0.9130434782608695
0.4,0.023868312757201648,0.8787878787878788
0.3,0.022222222222222223,0.9
0.5,0.00823045267489712,0.6666666666666666
0.7,0.03292181069958848,0.851063829787234
0.7,0.044444444444444446,0.8852459016393442
0.2,0.024691358024691357,0.9375
0.6,0.022222222222222223,0.8181818181818182
0.7,0.023045267489711935,0.8
0.3,0.014814814814814815,0.8571428571428571
0.7,0.01316872427983539,0.6956521739130435
0.7,0.03621399176954732,0.8627450980392157
0.4,0.01728395061728395,0.84
0.3,0.024691358024691357,0.9090909090909091
0.7,0.03209876543209877,0.8478260869565217
0.6,0.0205761316872428,0.8064516129032258
0.5,0.0205761316872428,0.8333333333333334
0.4,0.015637860082304528,0.8260869565217391
0.7,0.02139917695473251,0.7878787878787878
0.3,0.040329218106995884,0.9423076923076923
0.6,0.03950617283950617,0.8888888888888888
0.5,0.03292181069958848,0.8888888888888888
0.5,0.030452674897119343,0.8809523809523809
0.6,0.03950617283950617,0.8888888888888888
0.4,0.01810699588477366,0.8461538461538461
0.2,0.0345679012345679,0.9545454545454546
0.5,0.022222222222222223,0.84375
0.4,0.023045267489711935,0.875
0.7,0.03786008230452675,0.8679245283018868
0.4,0.011522633744855968,0.7777777777777778
0.4,0.022222222222222223,0.8709677419354839
0.5,0.03539094650205761,0.8958333333333334
0.3,0.027160493827160494,0.9166666666666666
0.7,0.030452674897119343,0.8409090909090909
0.7,0.02633744855967078,0.8205128205128205
0.6,0.043621399176954734,0.8983050847457628
0.9,0.037037037037037035,0.8333333333333334
0.6,0.02962962962962963,0.8571428571428571
0.7,0.023045267489711935,0.8
0.6,0.03621399176954732,0.88
0.6,0.03621399176954732,0.88
0.6,0.02633744855967078,0.8421052631578947
0.5,0.02551440329218107,0.8611111111111112
0.6,0.018930041152263374,0.7931034482758621
0.4,0.0205761316872428,0.8620689655172413
0.4,0.024691358024691357,0.8823529411764706
0.4,0.040329218106995884,0.9245283018867925
0.6,0.018930041152263374,0.7931034482758621
0.6,0.022222222222222223,0.8181818181818182
