X1,X2,X3
0.7,0.9407407407407408,0.9939130434782608
0.5,0.9983539094650206,0.9958949096880131
0.6,1,0.995085995085995
0.9,1,0.9926470588235294
0.5,0.9991769547325103,0.9958982772764561
0.5,1,0.9959016393442623
0.5,0.9967078189300411,0.9958881578947368
0.7,1,0.9942716857610474
0.7,0.9473251028806584,0.9939550949913645
0.4,1,0.9967186218211649
0.9,0.9991769547325103,0.9926410466067048
0.8,1,0.9934587080948487
0.5,1,0.9959016393442623
0.8,1,0.9934587080948487
0.8,1,0.9934587080948487
0.6,1,0.995085995085995
0.4,0.9851851851851852,0.9966694421315571
0.8,0.9168724279835391,0.9928698752228164
0.9,1,0.9926470588235294
0.5,0.9983539094650206,0.9958949096880131
0.5,0.9983539094650206,0.9958949096880131
0.8,0.9991769547325103,0.9934533551554828
0.3,0.9967078189300411,0.9975288303130149
0.6,0.9769547325102881,0.9949706621961442
0.6,0.9991769547325103,0.9950819672131147
0.8,1,0.9934587080948487
0.8,1,0.9934587080948487
0.6,0.9991769547325103,0.9950819672131147
0.4,1,0.9967186218211649
0.6,0.9991769547325103,0.9950819672131147
0.6,0.9991769547325103,0.9950819672131147
0.7,0.994238683127572,0.994238683127572
0.6,0.9983539094650206,0.9950779327317474
0.7,1,0.9942716857610474
0.5,0.9835390946502057,0.9958333333333333
0.4,1,0.9967186218211649
0.8,1,0.9934587080948487
0.8,0.9975308641975309,0.9934426229508196
0.7,1,0.9942716857610474
0.9,0.9958847736625515,0.992616899097621
0.6,0.9934156378600824,0.9950535861500412
0.8,1,0.9934587080948487
0.8,1,0.9934587080948487
0.7,0.9983539094650206,0.9942622950819672
0.6,0.9967078189300411,0.9950698438783895
0.8,0.9991769547325103,0.9934533551554828
0.8,1,0.9934587080948487
0.5,0.9917695473251029,0.9958677685950413
0.4,0.9736625514403292,0.9966301600673968
0.6,0.9967078189300411,0.9950698438783895
0.6,0.9794238683127572,0.9949832775919732
0.6,0.9983539094650206,0.9950779327317474
0.7,1,0.9942716857610474
0.7,0.9991769547325103,0.9942669942669943
0.8,0.994238683127572,0.993421052631579
0.9,0.9728395061728395,0.9924433249370277
0.6,0.9860082304526749,0.9950166112956811
0.3,0.9901234567901235,0.9975124378109452
0.9,0.9958847736625515,0.992616899097621
0.4,0.9909465020576131,0.9966887417218543
0.2,0.9950617283950617,0.9983484723369116
0.7,0.9991769547325103,0.9942669942669943
0.8,0.9991769547325103,0.9934533551554828
0.4,0.9950617283950617,0.9967023907666942
0.6,1,0.995085995085995
0.9,0.9991769547325103,0.9926410466067048
0.6,1,0.995085995085995
0.6,1,0.995085995085995
0.3,0.9991769547325103,0.9975349219391948
0.4,1,0.9967186218211649
0.8,0.9967078189300411,0.9934372436423298
0.5,0.9909465020576131,0.9958643507030603
