X1,X2,X3
0.3,0.03950617283950617,0.9411764705882353
0.4,0.04938271604938271,0.9375
0.3,0.04279835390946502,0.9454545454545454
0.2,0.05761316872427984,0.9722222222222222
0.3,0.048559670781893,0.9516129032258065
0.2,0.040329218106995884,0.9607843137254902
0.7,0.040329218106995884,0.875
0.3,0.056790123456790124,0.9583333333333334
0.4,0.04609053497942387,0.9333333333333333
0.4,0.04691358024691358,0.9344262295081968
0.1,0.047736625514403296,0.9830508474576272
0.6,0.037037037037037035,0.8823529411764706
0.4,0.053497942386831275,0.9420289855072463
0.4,0.0411522633744856,0.9259259259259259
0.4,0.043621399176954734,0.9298245614035088
0.3,0.05102880658436214,0.9538461538461539
0.8,0.04197530864197531,0.864406779661017
0.3,0.040329218106995884,0.9423076923076923
0.4,0.05267489711934156,0.9411764705882353
0.2,0.060082304526748974,0.9733333333333334
0.4,0.044444444444444446,0.9310344827586207
0.4,0.04609053497942387,0.9333333333333333
0.1,0.04938271604938271,0.9836065573770492
0.3,0.03868312757201646,0.94
0.4,0.06502057613168724,0.9518072289156626
0.3,0.03209876543209877,0.9285714285714286
0.4,0.03950617283950617,0.9230769230769231
0.2,0.040329218106995884,0.9607843137254902
0.3,0.040329218106995884,0.9423076923076923
0.7,0.044444444444444446,0.8852459016393442
0.1,0.048559670781893,0.9833333333333333
0.3,0.05102880658436214,0.9538461538461539
0.4,0.03292181069958848,0.9090909090909091
0.3,0.027983539094650206,0.918918918918919
0.4,0.03786008230452675,0.92
0.2,0.04938271604938271,0.967741935483871
0.1,0.043621399176954734,0.9814814814814815
0.6,0.03868312757201646,0.8867924528301887
0.4,0.0551440329218107,0.9436619718309859
0.3,0.050205761316872426,0.953125
0.4,0.05596707818930041,0.9444444444444444
0.2,0.04938271604938271,0.967741935483871
0.1,0.047736625514403296,0.9830508474576272
0.5,0.048559670781893,0.921875
0.3,0.04691358024691358,0.95
0.3,0.05102880658436214,0.9538461538461539
0.6,0.037037037037037035,0.8823529411764706
0.5,0.03786008230452675,0.9019607843137255
0.4,0.053497942386831275,0.9420289855072463
0.5,0.050205761316872426,0.9242424242424242
0.4,0.04197530864197531,0.9272727272727272
0.3,0.04609053497942387,0.9491525423728814
0.3,0.050205761316872426,0.953125
0.5,0.053497942386831275,0.9285714285714286
0.4,0.050205761316872426,0.9384615384615385
0.1,0.05432098765432099,0.9850746268656716
0.4,0.040329218106995884,0.9245283018867925
0.5,0.047736625514403296,0.9206349206349206
0.5,0.043621399176954734,0.9137931034482759
0.5,0.037037037037037035,0.9
0.2,0.05267489711934156,0.9696969696969697
0.6,0.04526748971193416,0.9016393442622951
0.3,0.04526748971193416,0.9482758620689655
0.3,0.05185185185185185,0.9545454545454546
0.8,0.05432098765432099,0.8918918918918919
0.4,0.05925925925925926,0.9473684210526315
0.3,0.03292181069958848,0.9302325581395349
0.2,0.050205761316872426,0.9682539682539683
0,0.03292181069958848,1
0.4,0.03786008230452675,0.92
0.2,0.050205761316872426,0.9682539682539683
0.4,0.03374485596707819,0.9111111111111111
0.2,0.044444444444444446,0.9642857142857143
0.5,0.0411522633744856,0.9090909090909091
0.7,0.03786008230452675,0.8679245283018868
0.4,0.05432098765432099,0.9428571428571428
0.5,0.03868312757201646,0.9038461538461539
0.3,0.053497942386831275,0.9558823529411765
0.4,0.044444444444444446,0.9310344827586207
0.5,0.04691358024691358,0.9193548387096774
0.3,0.05267489711934156,0.9552238805970149
0.6,0.044444444444444446,0.9
0.6,0.04197530864197531,0.8947368421052632
0.6,0.044444444444444446,0.9
0.2,0.04938271604938271,0.967741935483871
