TPR,FPR,FDR
0.95,0.002045728,0.728571429
0.98,0.001845166,0.701219512
0.9,0.002535098,0.778325123
,,
0.99,0.002190132,0.733870968
0.97,0.001965503,0.716374269
,,
0.99,0.002141998,0.729508197
,,
,,
0.98,0.00211793,0.729281768
,,
0.94,0.002270357,0.75066313
0.93,0.00215002,0.742382271
0.88,0.002511031,0.780548628
0.98,0.00215002,0.732240437
,,
0.95,0.002278379,0.749340369
0.94,0.001981548,0.724340176
,,
0.88,0.002647413,0.789473684
,,
0.92,0.002037706,0.734104046
,,
0.93,0.002222222,0.748648649
0.92,0.002174087,0.746556474
,,
0.89,0.002302447,0.763297872
0.94,0.002310469,0.753926702
0.92,0.002438829,0.767676768
0.95,0.002494986,0.766009852
0.89,0.00215002,0.75070028
0.91,0.002310469,0.759894459
,,
0.93,0.002222222,0.748648649
,,
,,
,,
0.9,0.002005616,0.735294118
0.96,0.002101885,0.731843575
0.84,0.002158043,0.76203966
,,
,,
,,
,,
,,
0.93,0.001965503,0.724852071
0.97,0.002270357,0.744736842
0.95,0.002045728,0.728571429
,,
,,
0.96,0.002222222,0.742627346
,,
0.89,0.001756919,0.711038961
,,
0.92,0.002029683,0.733333333
0.96,0.002029683,0.724928367
0.95,0.00211793,0.735376045
,,
,,
,,
,,
0.98,0.002358604,0.75
,,
,,
,,
,,
,,
0.96,0.002013638,0.723342939
0.91,0.002238267,0.754054054
,,
,,
,,
,,
0.89,0.001805054,0.71656051
0.94,0.002141998,0.739612188
0.92,0.001989571,0.729411765
,,
,,
,,
,,
0.93,0.001941436,0.72238806
0.58,0.135346972,0.996573926
,,
0.96,0.001981548,0.720116618
0.92,0.001885279,0.718654434
0.94,0.002093863,0.735211268
,,
,,
0.92,0.001989571,0.729411765
,,
0.96,0.002575211,0.769784173
,,
,,
0.92,0.002166065,0.745856354
,,
,,
,,
0.84,0.01091055,0.941828255
,,
,,
,,
,,
,,
0.98,0.002069795,0.724719101
0.97,0.001869234,0.706060606
0.9,0.002133975,0.747191011
,,
0.94,0.002198155,0.744565217
0.91,0.002037706,0.736231884
0.97,0.002318492,0.748704663
,,
0.85,0.002575211,0.790640394
,,
0.86,0.002366627,0.774278215
0.89,0.002109908,0.747159091
,,
0.91,0.002190132,0.75
,,
,,
0.82,0.002029683,0.755223881
,,
,,
,,
0.88,0.00267148,0.790973872
0.87,0.002262335,0.764227642
0.89,0.002045728,0.74127907
,,
0.88,0.002326514,0.767195767
0.78,0.002093863,0.769911504
0.86,0.002679503,0.795238095
,,
,,
,,
,,
,,
0.77,0.002013638,0.765243902
,,
,,
,,
,,
,,
0.84,0.002350582,0.777188329
,,
0.83,0.002382671,0.781578947
,,
0.86,0.002326514,0.771276596
0.86,0.002839952,0.804545455
,,
0.87,0.001716807,0.710963455
,,
,,
,,
0.08,0.001821099,0.965957447
0.91,0.002382671,0.765463918
,,
,,
,,
,,
,,
,,
0.86,0.002647413,0.793269231
,,
,,
0.77,0.002382671,0.794117647
,,
,,
,,
0.81,0.002350582,0.78342246
,,
,,
,,
,,
,,
,,
0.88,0.002615323,0.787439614
,,
,,
0.85,0.003738468,0.845735027
0.87,0.002069795,0.747826087
0.85,0.001837144,0.729299363
,,
0.9,0.002302447,0.76127321
0.91,0.002238267,0.754054054
0.85,0.002270357,0.769021739
,,
0.9,0.002422784,0.770408163
0.8,0.002198155,0.774011299
,,
0.82,0.002230245,0.772222222
0.84,0.001853189,0.733333333
,,
0.92,0.002029683,0.733333333
,,
,,
,,
,,
,,
,,
,,
,,
,,
0.88,0.001885279,0.72755418
,,
,,
,,
,,
,,
,,
0.81,0.001973526,0.752293578
0.87,0.002262335,0.764227642
 , , 
