TPR,FPR,FDR
1,0.003292181,0.285714286
1,0,0
1,0.000823045,0.090909091
0.9,0.002469136,0.25
1,0.002469136,0.230769231
1,0.004115226,0.333333333
1,0.001646091,0.166666667
0.9,0.000823045,0.1
1,0,0
1,0.003292181,0.285714286
1,0.003292181,0.285714286
1,0.000823045,0.090909091
1,0.000823045,0.090909091
1,0.003292181,0.285714286
1,0.001646091,0.166666667
1,0.005761317,0.411764706
1,0.000823045,0.090909091
1,0,0
1,0.000823045,0.090909091
1,0.004938272,0.375
1,0.004115226,0.333333333
0.8,0.003292181,0.333333333
1,0.002469136,0.230769231
1,0.003292181,0.285714286
1,0.001646091,0.166666667
1,0.000823045,0.090909091
1,0.001646091,0.166666667
1,0,0
1,0.001646091,0.166666667
0.9,0.005761317,0.4375
1,0.001646091,0.166666667
1,0,0
1,0.001646091,0.166666667
0.9,0.001646091,0.181818182
1,0,0
0.8,0.001646091,0.2
0.8,0.000823045,0.111111111
0.9,0.002469136,0.25
0.9,0.001646091,0.181818182
0.9,0.004115226,0.357142857
0.9,0.000823045,0.1
1,0.004938272,0.375
1,0.000823045,0.090909091
0.9,0.002469136,0.25
1,0,0
1,0.001646091,0.166666667
0.9,0.000823045,0.1
1,0.000823045,0.090909091
0.9,0.004938272,0.4
0.9,0.003292181,0.307692308
0.8,0.002469136,0.272727273
0.8,0.001646091,0.2
0.9,0.004115226,0.357142857
0.9,0.000823045,0.1
1,0.000823045,0.090909091
1,0.003292181,0.285714286
0.9,0.002469136,0.25
1,0.004115226,0.333333333
0.9,0.003292181,0.307692308
0.9,0.001646091,0.181818182
0.9,0.000823045,0.1
1,0.000823045,0.090909091
0.9,0.001646091,0.181818182
0.9,0.001646091,0.181818182
1,0.000823045,0.090909091
1,0.003292181,0.285714286
1,0.001646091,0.166666667
0.9,0.002469136,0.25
1,0.002469136,0.230769231
0.9,0.001646091,0.181818182
0.9,0.001646091,0.181818182
1,0.003292181,0.285714286
1,0.004115226,0.333333333
0.9,0.000823045,0.1
1,0.001646091,0.166666667
1,0,0
1,0.000823045,0.090909091
1,0.001646091,0.166666667
1,0.000823045,0.090909091
1,0.000823045,0.090909091
0.8,0.002469136,0.272727273
1,0.000823045,0.090909091
0.8,0.000823045,0.111111111
1,0.002469136,0.230769231
0.9,0.003292181,0.307692308
0.9,0.000823045,0.1
1,0.001646091,0.166666667
0.9,0.003292181,0.307692308
1,0.003292181,0.285714286
0.9,0.001646091,0.181818182
1,0.001646091,0.166666667
0.9,0.000823045,0.1
0.9,0.001646091,0.181818182
1,0.001646091,0.166666667
1,0.001646091,0.166666667
1,0,0
1,0.000823045,0.090909091
0.9,0.004938272,0.4
1,0,0
0.9,0.003292181,0.307692308
0.9,0.002469136,0.25
1,0.003292181,0.285714286
0.9,0,0
0.9,0.001646091,0.181818182
0.9,0.001646091,0.181818182
0.9,0.003292181,0.307692308
1,0.003292181,0.285714286
0.9,0.002469136,0.25
0.9,0.001646091,0.181818182
0.9,0.003292181,0.307692308
1,0.004115226,0.333333333
1,0,0
1,0.001646091,0.166666667
1,0.002469136,0.230769231
1,0.002469136,0.230769231
1,0.003292181,0.285714286
1,0.002469136,0.230769231
0.9,0.001646091,0.181818182
1,0,0
1,0.002469136,0.230769231
1,0.001646091,0.166666667
0.8,0.003292181,0.333333333
1,0.002469136,0.230769231
1,0.003292181,0.285714286
1,0.000823045,0.090909091
1,0.000823045,0.090909091
1,0.001646091,0.166666667
0.8,0.000823045,0.111111111
1,0.003292181,0.285714286
0.9,0.003292181,0.307692308
0.9,0.001646091,0.181818182
1,0.003121853,0.607843137
1,0.002014099,0.5
1,0.002064451,0.50617284
0.975,0.002215509,0.530120482
1,0.002467271,0.550561798
1,0.002517623,0.555555556
0.975,0.001661631,0.458333333
0.95,0.001863041,0.493333333
1,0.001913394,0.487179487
1,0.002215509,0.523809524
1,0.001560926,0.436619718
1,0.002014099,0.5
1,0.001963746,0.493670886
1,0.002316213,0.534883721
1,0.002014099,0.5
1,0.001812689,0.473684211
1,0.002165156,0.518072289
1,0.002165156,0.518072289
1,0.001863041,0.480519481
1,0.002416918,0.545454545
1,0.002668681,0.569892473
1,0.001711984,0.459459459
1,0.001963746,0.493670886
1,0.002467271,0.550561798
1,0.002014099,0.5
1,0.002064451,0.50617284
0.95,0.003524673,0.648148148
1,0.001560926,0.436619718
1,0.001863041,0.480519481
1,0.001863041,0.480519481
1,0.002014099,0.5
1,0.001963746,0.493670886
1,0.002467271,0.550561798
1,0.002265861,0.529411765
1,0.002467271,0.550561798
1,0.001913394,0.487179487
1,0.001913394,0.487179487
0.975,0.001812689,0.48
0.975,0.002165156,0.524390244
1,0.002719033,0.574468085
1,0.002517623,0.555555556
0.975,0.002165156,0.524390244
1,0.002517623,0.555555556
1,0.002014099,0.5
1,0.001963746,0.493670886
1,0.002366566,0.540229885
1,0.002014099,0.5
1,0.002316213,0.534883721
1,0.001963746,0.493670886
1,0.001913394,0.487179487
1,0.002668681,0.569892473
1,0.001913394,0.487179487
0.95,0.001510574,0.441176471
1,0.001762336,0.466666667
1,0.002870091,0.587628866
0.975,0.002215509,0.530120482
1,0.002316213,0.534883721
1,0.001762336,0.466666667
1,0.002316213,0.534883721
0.925,0.002064451,0.525641026
1,0.002920443,0.591836735
1,0.001913394,0.487179487
1,0.002064451,0.50617284
1,0.002114804,0.512195122
1,0.002114804,0.512195122
0.975,0.002366566,0.546511628
1,0.002064451,0.50617284
1,0.002366566,0.540229885
0.95,0.002316213,0.547619048
0.975,0.001913394,0.493506494
1,0.002517623,0.555555556
0.975,0.002316213,0.541176471
1,0.001913394,0.487179487
1,0.002668681,0.569892473
1,0.002114804,0.512195122
0.975,0.001762336,0.472972973
1,0.002316213,0.534883721
1,0.002114804,0.512195122
0.975,0.002567976,0.566666667
1,0.002014099,0.5
1,0.001963746,0.493670886
0.975,0.001963746,0.5
1,0.002265861,0.529411765
0.975,0.001963746,0.5
0.975,0.002467271,0.556818182
1,0.002517623,0.555555556
0.975,0.002114804,0.518518519
1,0.001711984,0.459459459
0.95,0.002114804,0.525
1,0.002416918,0.545454545
1,0.001913394,0.487179487
1,0.002316213,0.534883721
0.95,0.002165156,0.530864198
1,0.002366566,0.540229885
1,0.002265861,0.529411765
1,0.001661631,0.452054795
1,0.002316213,0.534883721
0.975,0.002165156,0.524390244
1,0.001863041,0.480519481
1,0.002618328,0.565217391
1,0.002366566,0.540229885
1,0.001711984,0.459459459
1,0.001661631,0.452054795
0.975,0.002467271,0.556818182
1,0.002014099,0.5
1,0.002114804,0.512195122
0.95,0.001560926,0.449275362
0.925,0.002114804,0.53164557
0.975,0.001913394,0.493506494
1,0.001762336,0.466666667
1,0.001762336,0.466666667
1,0.001812689,0.473684211
1,0.001812689,0.473684211
1,0.002265861,0.529411765
0.975,0.001863041,0.486842105
0.95,0.001963746,0.506493506
0.975,0.001661631,0.458333333
0.975,0.002014099,0.506329114
1,0.001711984,0.459459459
1,0.002064451,0.50617284
0.95,0.002215509,0.536585366
0.975,0.001611279,0.450704225
1,0.001913394,0.487179487
1,0.002366566,0.540229885
1,0.002114804,0.512195122
1,0.001863041,0.480519481
0.975,0.002668681,0.576086957
0.975,0.001611279,0.450704225
0.975,0.001359517,0.409090909
0.975,0.001963746,0.5
0.975,0.002316213,0.541176471
1,0.001913394,0.487179487
1,0.002668681,0.569892473
0.975,0.001560926,0.442857143
1,0.001963746,0.493670886
1,0.002114804,0.512195122
1,0.002014099,0.5
0.975,0.001812689,0.48
0.95,0.002215509,0.536585366
1,0.002215509,0.523809524
1,0.002215509,0.523809524
0.975,0.001510574,0.434782609
1,0.001661631,0.452054795
1,0.001863041,0.480519481
0.975,0.001661631,0.458333333
0.975,0.002517623,0.561797753
0.975,0.001460222,0.426470588
0.95,0.001963746,0.506493506
1,0.001812689,0.473684211
0.975,0.001560926,0.442857143
0.95,0.002517623,0.568181818
1,0.002215509,0.523809524
0.975,0.001460222,0.426470588
1,0.001762336,0.466666667
1,0.002215509,0.523809524
0.975,0.002467271,0.556818182
0.975,0.001711984,0.465753425
0.975,0.001963746,0.5
1,0.001963746,0.493670886
0.925,0.001158107,0.383333333
0.975,0.003121853,0.613861386
1,0.001510574,0.428571429
1,0.002265861,0.529411765
1,0.002114804,0.512195122
0.95,0.001963746,0.506493506
0.975,0.002215509,0.530120482
1,0.001560926,0.436619718
1,0.002215509,0.523809524
0.95,0.001913394,0.5
0.95,0.002014099,0.512820513
1,0.001913394,0.487179487
0.975,0.002366566,0.546511628
1,0.001711984,0.459459459
1,0.002366566,0.540229885
1,0.002064451,0.50617284
0.975,0.001963746,0.5
1,0.002165156,0.518072289
1,0.001812689,0.473684211
0.975,0.002014099,0.506329114
1,0.001863041,0.480519481
1,0.001762336,0.466666667
0.95,0.001460222,0.432835821
1,0.002165156,0.518072289
0.95,0.001913394,0.5
0.975,0.001711984,0.465753425
1,0.002265861,0.529411765
0.975,0.001611279,0.450704225
0.95,0.001258812,0.396825397
0.95,0.001963746,0.506493506
1,0.001661631,0.452054795
1,0.001661631,0.452054795
0.975,0.001711984,0.465753425
0.95,0.002114804,0.525
0.975,0.002064451,0.5125
1,0.001963746,0.493670886
1,0.002014099,0.5
1,0.001963746,0.493670886
1,0.001913394,0.487179487
0.975,0.001510574,0.434782609
0.975,0.001359517,0.409090909
1,0.001258812,0.384615385
0.975,0.002014099,0.506329114
1,0.001913394,0.487179487
0.925,0.001913394,0.506666667
0.975,0.002316213,0.541176471
0.975,0.002316213,0.541176471
0.925,0.001611279,0.463768116
0.925,0.001611279,0.463768116
0.95,0.002416918,0.558139535
1,0.001762336,0.466666667
1,0.001661631,0.452054795
1,0.002265861,0.529411765
1,0.001208459,0.375
1,0.001863041,0.480519481
1,0.001963746,0.493670886
0.925,0.001611279,0.463768116
0.95,0.002014099,0.512820513
0.975,0.001611279,0.450704225
1,0.001711984,0.459459459
1,0.002215509,0.523809524
0.975,0.002114804,0.518518519
1,0.001208459,0.375
0.975,0.001460222,0.426470588
1,0.002114804,0.512195122
1,0.001560926,0.436619718
0.975,0.001560926,0.442857143
0.925,0.002064451,0.525641026
0.975,0.001812689,0.48
0.975,0.001359517,0.409090909
0.9,0.001863041,0.506849315
0.975,0.002014099,0.506329114
1,0.001560926,0.436619718
1,0.002719033,0.574468085
1,0.002467271,0.550561798
0.975,0.001560926,0.442857143
0.975,0.001812689,0.48
1,0.001560926,0.436619718
0.925,0.002215509,0.543209877
0.95,0.001863041,0.493333333
0.925,0.001963746,0.513157895
1,0.001762336,0.466666667
0.95,0.001208459,0.387096774
0.95,0.001208459,0.387096774
1,0.001560926,0.436619718
0.975,0.001963746,0.5
0.975,0.002014099,0.506329114
0.975,0.001208459,0.380952381
0.95,0.001762336,0.479452055
0.975,0.001661631,0.458333333
0.975,0.002265861,0.535714286
0.925,0.001762336,0.486111111
1,0.001560926,0.436619718
0.9,0.001611279,0.470588235
1,0.001611279,0.444444444
0.9,0.002215509,0.55
0.975,0.001560926,0.442857143
0.95,0.002064451,0.518987342
0.975,0.001661631,0.458333333
0.975,0.002064451,0.5125
0.9,0.001359517,0.428571429
0.975,0.002064451,0.5125
0.975,0.001661631,0.458333333
0.975,0.001611279,0.450704225
1,0.001611279,0.444444444
0.975,0.001711984,0.465753425
0.975,0.001812689,0.48
1,0.001863041,0.480519481
0.95,0.001963746,0.506493506
0.95,0.001812689,0.486486486
0.95,0.001812689,0.486486486
0.925,0.001762336,0.486111111
0.975,0.001611279,0.450704225
0.975,0.001661631,0.458333333
0.975,0.001711984,0.465753425
0.975,0.001812689,0.48
0.95,0.001460222,0.432835821
0.95,0.002316213,0.547619048
1,0.001762336,0.466666667
0.95,0.001913394,0.5
0.95,0.002215509,0.536585366
1,0.001913394,0.487179487
0.9,0.001913394,0.513513514
1,0.001963746,0.493670886
0.95,0.001812689,0.486486486
0.975,0.001863041,0.486842105
1,0.002719033,0.574468085
1,0.001460222,0.420289855
0.95,0.001460222,0.432835821
0.95,0.001510574,0.441176471
0.975,0.001863041,0.486842105
1,0.001460222,0.420289855
0.95,0.001359517,0.415384615
0.85,0.001611279,0.484848485
0.925,0.002014099,0.519480519
0.975,0.001863041,0.486842105
0.975,0.001711984,0.465753425
1,0.001711984,0.459459459
1,0.001460222,0.420289855
0.95,0.001510574,0.441176471
0.975,0.002114804,0.518518519
0.975,0.001560926,0.442857143
0.95,0.001309164,0.40625
0.975,0.001812689,0.48
0.9,0.001762336,0.492957746
0.925,0.001460222,0.439393939
0.95,0.001107754,0.366666667
0.9,0.001158107,0.389830508
0.875,0.001711984,0.492753623
0.925,0.001812689,0.493150685
0.975,0.001359517,0.409090909
1,0.001460222,0.420289855
0.975,0.002165156,0.524390244
0.95,0.001359517,0.415384615
1,0.001309164,0.393939394
0.95,0.001007049,0.344827586
0.9,0.001258812,0.409836066
0.925,0.001258812,0.403225806
0.95,0.001963746,0.506493506
0.975,0.001359517,0.409090909
1,0.001762336,0.466666667
0.875,0.001863041,0.513888889
0.95,0.001057402,0.355932203
0.975,0.001409869,0.417910448
0.975,0.001812689,0.48
1,0.001661631,0.452054795
1,0.001913394,0.487179487
0.875,0.001560926,0.46969697
0.925,0.001510574,0.447761194
0.95,0.001661631,0.464788732
0.925,0.002265861,0.548780488
0.9,0.001913394,0.513513514
0.975,0.001057402,0.35
0.95,0.002265861,0.542168675
0.95,0.001611279,0.457142857
1,0.001510574,0.428571429
0.925,0.001309164,0.412698413
1,0.001611279,0.444444444
0.9,0.001409869,0.4375
0.9,0.001762336,0.492957746
0.95,0.001661631,0.464788732
1,0.001863041,0.480519481
0.925,0.001560926,0.455882353
0.95,0.001560926,0.449275362
0.975,0.001711984,0.465753425
0.975,0.001812689,0.48
0.95,0.001460222,0.432835821
0.95,0.001460222,0.432835821
0.925,0.001258812,0.403225806
0.925,0.001812689,0.493150685
0.925,0.001913394,0.506666667
0.925,0.002064451,0.525641026
0.975,0.001158107,0.370967742
0.925,0.001359517,0.421875
0.925,0.001762336,0.486111111
0.95,0.001309164,0.40625
0.95,0.001007049,0.344827586
0.9,0.001611279,0.470588235
0.925,0.002014099,0.519480519
0.975,0.001258812,0.390625
0.85,0.001611279,0.484848485
0.9,0.001711984,0.485714286
0.95,0.001158107,0.37704918
0.95,0.001309164,0.40625
0.975,0.001309164,0.4
0.925,0.001510574,0.447761194
0.95,0.001460222,0.432835821
0.975,0.001762336,0.472972973
0.975,0.000906344,0.315789474
0.95,0.001611279,0.457142857
0.925,0.001510574,0.447761194
0.925,0.001460222,0.439393939
0.95,0.001460222,0.432835821
0.975,0.001762336,0.472972973
0.95,0.001359517,0.415384615
0.975,0.001560926,0.442857143
0.975,0.001258812,0.390625
0.9,0.001711984,0.485714286
1,0.002114804,0.512195122
0.875,0.001510574,0.461538462
0.9,0.001107754,0.379310345
0.975,0.001963746,0.5
0.85,0.001711984,0.5
0.95,0.001309164,0.40625
0.975,0.001510574,0.434782609
0.95,0.001510574,0.441176471
1,0.002366566,0.540229885
0.975,0.001007049,0.338983051
0.975,0.001057402,0.35
0.975,0.001258812,0.390625
0.95,0.001711984,0.472222222
0.95,0.000855992,0.309090909
0.9,0.001460222,0.446153846
0.85,0.001359517,0.442622951
0.875,0.001863041,0.513888889
0.975,0.001611279,0.450704225
0.9,0.001208459,0.4
1,0.001359517,0.402985075
0.975,0.001460222,0.426470588
0.95,0.001661631,0.464788732
0.975,0.001107754,0.360655738
0.99,0.002109908,0.726519337
,,
0.99,0.002037706,0.719546742
,,
,,
,,
0.99,0.002190132,0.733870968
0.99,0.0022142,0.736
,,
,,
0.99,0.002061773,0.721910112
,,
,,
,,
1,0.002069795,0.720670391
0.99,0.002350582,0.74744898
0.99,0.001973526,0.713043478
0.99,0.002101885,0.725761773
,,
,,
0.98,0.002069795,0.724719101
,,
0.99,0.002158043,0.730978261
,,
0.97,0.002021661,0.722063037
,,
0.99,0.002406739,0.751879699
,,
0.99,0.00215002,0.730245232
0.99,0.002270357,0.740837696
,,
0.99,0.00208584,0.724233983
1,0.002270357,0.738903394
1,0.002254312,0.737532808
0.98,0.002029683,0.720797721
1,0.002053751,0.719101124
0.98,0.002029683,0.720797721
0.99,0.002077818,0.723463687
0.99,0.002029683,0.71875
,,
,,
0.97,0.00218211,0.737127371
,,
0.99,0.002133975,0.728767123
0.97,0.002270357,0.744736842
,,
1,0.002230245,0.735449735
1,0.002005616,0.714285714
1,0.002005616,0.714285714
0.97,0.002077818,0.72752809
0.99,0.002198155,0.73458445
1,0.002254312,0.737532808
0.99,0.002310469,0.744186047
1,0.002125953,0.726027397
1,0.002125953,0.726027397
0.99,0.002029683,0.71875
1,0.00215002,0.72826087
0.97,0.002141998,0.733516484
0.99,0.002021661,0.717948718
1,0.002029683,0.716713881
0.98,0.002166065,0.733695652
1,0.002166065,0.72972973
0.99,0.002166065,0.731707317
,,
0.99,0.002326514,0.745501285
0.99,0.002278379,0.74151436
0.97,0.002318492,0.748704663
1,0.002270357,0.738903394
0.98,0.002053751,0.723163842
0.98,0.001957481,0.713450292
,,
1,0.00211793,0.725274725
0.98,0.002093863,0.727019499
0.99,0.0022142,0.736
1,0.002366627,0.746835443
0.99,0.00215002,0.730245232
0.98,0.002270357,0.742782152
1,0.001909346,0.704142012
1,0.0022142,0.734042553
1,0.001821099,0.694189602
0.97,0.002101885,0.729805014
0.98,0.002141998,0.731506849
1,0.002190132,0.731903485
0.99,0.002133975,0.728767123
0.98,0.002302447,0.745454545
,,
0.98,0.00218211,0.735135135
1,0.001981548,0.711815562
1,0.002206177,0.733333333
0.98,0.002109908,0.728531856
1,0.002270357,0.738903394
0.99,0.002414761,0.7525
0.99,0.001925391,0.707964602
0.99,0.002206177,0.735294118
,,
0.98,0.002174087,0.734417344
0.99,0.002206177,0.735294118
0.99,0.001997593,0.715517241
1,0.002230245,0.735449735
1,0.00211793,0.725274725
0.94,0.002045728,0.730659026
0.99,0.001877256,0.702702703
,,
0.98,0.001813077,0.697530864
0.97,0.002141998,0.733516484
,,
0.98,0.002158043,0.732970027
1,0.001989571,0.712643678
,,
0.99,0.002133975,0.728767123
1,0.001885279,0.701492537
,,
0.99,0.001973526,0.713043478
,,
0.97,0.001652627,0.679867987
0.97,0.002206177,0.739247312
0.99,0.001989571,0.714697406
0.96,0.002254312,0.74535809
,,
,,
,,
,,
0.97,0.002302447,0.747395833
0.96,0.001845166,0.705521472
0.98,0.002037706,0.721590909
0.73,0.016943442,0.966590389
0.96,0.002222222,0.742627346
0.97,0.00224629,0.74270557
0.97,0.001957481,0.715542522
0.98,0.002270357,0.742782152
0.96,0.002045728,0.726495726
0.99,0.002037706,0.719546742
,,
,,
,,
0.95,0.002053751,0.729344729
0.97,0.001941436,0.713864307
0.99,0.001780987,0.691588785
,,
1,0.001853189,0.697885196
0.98,0.002141998,0.731506849
,,
0.98,0.002029683,0.720797721
0.98,0.002013638,0.719197708
0.97,0.002230245,0.741333333
1,0.00211793,0.725274725
0.99,0.001973526,0.713043478
,,
1,0.001941436,0.707602339
0.95,0.001845166,0.707692308
0.99,0.001885279,0.703592814
,,
0.99,0.002021661,0.717948718
0.98,0.001941436,0.711764706
,,
0.97,0.001949458,0.714705882
0.97,0.002061773,0.725988701
,,
0.99,0.001997593,0.715517241
,,
,,
0.98,0.001989571,0.716763006
,,
,,
,,
,,
,,
0.99,0.002005616,0.716332378
,,
0.95,0.001837144,0.706790123
0.98,0.002101885,0.727777778
0.95,0.004035299,0.841137124
,,
,,
0.98,0.002206177,0.737265416
,,
0.97,0.002093863,0.729050279
0.97,0.001813077,0.699690402
1,0.002198155,0.732620321
1,0.001772964,0.68847352
0.97,0.00211793,0.731301939
0.98,0.002045728,0.722379603
,,
,,
0.98,0.002174087,0.734417344
1,0.002029683,0.716713881
,,
1,0.001901324,0.703264095
0.99,0.002037706,0.719546742
0.82,0.079671079,0.991810646
0.96,0.002294424,0.748691099
,,
0.99,0.001805054,0.694444444
0.98,0.002310469,0.74611399
0.99,0.002342559,0.746803069
0.98,0.001949458,0.712609971
,,
0.98,0.001813077,0.697530864
,,
0.98,0.00169274,0.682847896
,,
0.98,0.001973526,0.715116279
0.48,0.406875251,0.999054467
0.95,0.001901324,0.713855422
0.97,0.002045728,0.724431818
,,
,,
0.97,0.001772964,0.694968553
0.96,0.001716807,0.690322581
0.98,0.001957481,0.713450292
,,
0.99,0.001708785,0.682692308
0.99,0.001917369,0.707100592
0.96,0.002270357,0.746701847
0.99,0.001893301,0.704477612
0.98,0.002262335,0.742105263
0.94,0.002775772,0.786363636
